tanggal,stasiun,jumlah
2019-08-22,DKI5,2561056
2019-08-23,DKI1,952388
2019-08-23,DKI2,1806517
2019-08-23,DKI3,2257556
2019-08-23,DKI4,2956575
2019-08-23,DKI5,2560632
2019-08-24,DKI1,952740
2019-08-24,DKI2,1806424
2019-08-24,DKI3,2257452
2019-08-24,DKI4,2956846
2019-08-24,DKI5,2560207
2019-08-25,DKI1,953092
2019-08-25,DKI2,1806332
2019-08-25,DKI3,2257349
2019-08-25,DKI4,2957118
2019-08-25,DKI5,2559782
2019-08-26,DKI1,953444
2019-08-26,DKI2,1806239
2019-08-26,DKI3,2257245
2019-08-26,DKI4,2957389
2019-08-26,DKI5,2559358
2019-08-27,DKI1,953796
2019-08-27,DKI2,1806146
2019-08-27,DKI3,2257142
2019-08-27,DKI4,2957660
2019-08-27,DKI5,2558933
2019-08-28,DKI1,954147
2019-08-28,DKI2,1806054
2019-08-28,DKI3,2257038
2019-08-28,DKI4,2957932
2019-08-28,DKI5,2558508
2019-08-29,DKI1,954499
2019-08-29,DKI2,1805961
2019-08-29,DKI3,2256935
2019-08-29,DKI4,2958203
2019-08-29,DKI5,2558084
2019-08-30,DKI1,954851
2019-08-30,DKI2,1805868
2019-08-30,DKI3,2256831
2019-08-30,DKI4,2958474
2019-08-30,DKI5,2557659
2019-08-31,DKI1,955203
2019-08-31,DKI2,1805775
2019-08-31,DKI3,2256728
2019-08-31,DKI4,2958745
2019-08-31,DKI5,2557234
2019-09-01,DKI1,955555
2019-09-01,DKI2,1805683
2019-09-01,DKI3,2256624
2019-09-01,DKI4,2959017
2019-09-01,DKI5,2556810
2019-09-02,DKI1,955907
2019-09-02,DKI2,1805590
2019-09-02,DKI3,2256521
2019-09-02,DKI4,2959288
2019-09-02,DKI5,2556385
2019-09-03,DKI1,956259
2019-09-03,DKI2,1805497
2019-09-03,DKI3,2256417
2019-09-03,DKI4,2959559
2019-09-03,DKI5,2555960
2019-09-04,DKI1,956611
2019-09-04,DKI2,1805405
2019-09-04,DKI3,2256314
2019-09-04,DKI4,2959830
2019-09-04,DKI5,2555536
2019-09-05,DKI1,956962
2019-09-05,DKI2,1805312
2019-09-05,DKI3,2256210
2019-09-05,DKI4,2960102
2019-09-05,DKI5,2555111
2019-09-06,DKI1,957314
2019-09-06,DKI2,1805219
2019-09-06,DKI3,2256107
2019-09-06,DKI4,2960373
2019-09-06,DKI5,2554687
2019-09-07,DKI1,957666
2019-09-07,DKI2,1805126
2019-09-07,DKI3,2256003
2019-09-07,DKI4,2960644
2019-09-07,DKI5,2554262
2019-09-08,DKI1,958018
2019-09-08,DKI2,1805034
2019-09-08,DKI3,2255900
2019-09-08,DKI4,2960915
2019-09-08,DKI5,2553837
2019-09-09,DKI1,958370
2019-09-09,DKI2,1804941
2019-09-09,DKI3,2255796
2019-09-09,DKI4,2961187
2019-09-09,DKI5,2553413
2019-09-10,DKI1,958722
2019-09-10,DKI2,1804848
2019-09-10,DKI3,2255693
2019-09-10,DKI4,2961458
2019-09-10,DKI5,2552988
2019-09-11,DKI1,959074
2019-09-11,DKI2,1804756
2019-09-11,DKI3,2255589
2019-09-11,DKI4,2961729
2019-09-11,DKI5,2552563
2019-09-12,DKI1,959426
2019-09-12,DKI2,1804663
2019-09-12,DKI3,2255486
2019-09-12,DKI4,2962000
2019-09-12,DKI5,2552139
2019-09-13,DKI1,959777
2019-09-13,DKI2,1804570
2019-09-13,DKI3,2255382
2019-09-13,DKI4,2962272
2019-09-13,DKI5,2551714
2019-09-14,DKI1,960129
2019-09-14,DKI2,1804477
2019-09-14,DKI3,2255279
2019-09-14,DKI4,2962543
2019-09-14,DKI5,2551289
2019-09-15,DKI1,960481
2019-09-15,DKI2,1804385
2019-09-15,DKI3,2255175
2019-09-15,DKI4,2962814
2019-09-15,DKI5,2550865
2019-09-16,DKI1,960833
2019-09-16,DKI2,1804292
2019-09-16,DKI3,2255071
2019-09-16,DKI4,2963085
2019-09-16,DKI5,2550440
2019-09-17,DKI1,961185
2019-09-17,DKI2,1804199
2019-09-17,DKI3,2254968
2019-09-17,DKI4,2963357
2019-09-17,DKI5,2550015
2019-09-18,DKI1,961537
2019-09-18,DKI2,1804106
2019-09-18,DKI3,2254864
2019-09-18,DKI4,2963628
2019-09-18,DKI5,2549591
2019-09-19,DKI1,961889
2019-09-19,DKI2,1804014
2019-09-19,DKI3,2254761
2019-09-19,DKI4,2963899
2019-09-19,DKI5,2549166
2019-09-20,DKI1,962241
2019-09-20,DKI2,1803921
2019-09-20,DKI3,2254657
2019-09-20,DKI4,2964170
2019-09-20,DKI5,2548741
2019-09-21,DKI1,962592
2019-09-21,DKI2,1803828
2019-09-21,DKI3,2254554
2019-09-21,DKI4,2964442
2019-09-21,DKI5,2548317
2019-09-22,DKI1,962944
2019-09-22,DKI2,1803736
2019-09-22,DKI3,2254450
2019-09-22,DKI4,2964713
2019-09-22,DKI5,2547892
2019-09-23,DKI1,963296
2019-09-23,DKI2,1803643
2019-09-23,DKI3,2254347
2019-09-23,DKI4,2964984
2019-09-23,DKI5,2547467
2019-09-24,DKI1,963648
2019-09-24,DKI2,1803550
2019-09-24,DKI3,2254243
2019-09-24,DKI4,2965255
2019-09-24,DKI5,2547043
2019-09-25,DKI1,964000
2019-09-25,DKI2,1803457
2019-09-25,DKI3,2254140
2019-09-25,DKI4,2965527
2019-09-25,DKI5,2546618
2019-09-26,DKI1,964352
2019-09-26,DKI2,1803365
2019-09-26,DKI3,2254036
2019-09-26,DKI4,2965798
2019-09-26,DKI5,2546194
2019-09-27,DKI1,964704
2019-09-27,DKI2,1803272
2019-09-27,DKI3,2253933
2019-09-27,DKI4,2966069
2019-09-27,DKI5,2545769
2019-09-28,DKI1,965056
2019-09-28,DKI2,1803179
2019-09-28,DKI3,2253829
2019-09-28,DKI4,2966340
2019-09-28,DKI5,2545344
2019-09-29,DKI1,965407
2019-09-29,DKI2,1803087
2019-09-29,DKI3,2253726
2019-09-29,DKI4,2966612
2019-09-29,DKI5,2544920
2019-09-30,DKI1,965759
2019-09-30,DKI2,1802994
2019-09-30,DKI3,2253622
2019-09-30,DKI4,2966883
2019-09-30,DKI5,2544495
2019-10-01,DKI1,966111
2019-10-01,DKI2,1802901
2019-10-01,DKI3,2253519
2019-10-01,DKI4,2967154
2019-10-01,DKI5,2544070
2019-10-02,DKI1,966463
2019-10-02,DKI2,1802808
2019-10-02,DKI3,2253415
2019-10-02,DKI4,2967425
2019-10-02,DKI5,2543646
2019-10-03,DKI1,966815
2019-10-03,DKI2,1802716
2019-10-03,DKI3,2253312
2019-10-03,DKI4,2967697
2019-10-03,DKI5,2543221
2019-10-04,DKI1,967167
2019-10-04,DKI2,1802623
2019-10-04,DKI3,2253208
2019-10-04,DKI4,2967968
2019-10-04,DKI5,2542796
2019-10-05,DKI1,967519
2019-10-05,DKI2,1802530
2019-10-05,DKI3,2253105
2019-10-05,DKI4,2968239
2019-10-05,DKI5,2542372
2019-10-06,DKI1,967871
2019-10-06,DKI2,1802438
2019-10-06,DKI3,2253001
2019-10-06,DKI4,2968511
2019-10-06,DKI5,2541947
2019-10-07,DKI1,968222
2019-10-07,DKI2,1802345
2019-10-07,DKI3,2252898
2019-10-07,DKI4,2968782
2019-10-07,DKI5,2541522
2019-10-08,DKI1,968574
2019-10-08,DKI2,1802252
2019-10-08,DKI3,2252794
2019-10-08,DKI4,2969053
2019-10-08,DKI5,2541098
2019-10-09,DKI1,968926
2019-10-09,DKI2,1802159
2019-10-09,DKI3,2252691
2019-10-09,DKI4,2969324
2019-10-09,DKI5,2540673
2019-10-10,DKI1,969278
2019-10-10,DKI2,1802067
2019-10-10,DKI3,2252587
2019-10-10,DKI4,2969596
2019-10-10,DKI5,2540248
2019-10-11,DKI1,969630
2019-10-11,DKI2,1801974
2019-10-11,DKI3,2252484
2019-10-11,DKI4,2969867
2019-10-11,DKI5,2539824
2019-10-12,DKI1,969982
2019-10-12,DKI2,1801881
2019-10-12,DKI3,2252380
2019-10-12,DKI4,2970138
2019-10-12,DKI5,2539399
2019-10-13,DKI1,970334
2019-10-13,DKI2,1801789
2019-10-13,DKI3,2252277
2019-10-13,DKI4,2970409
2019-10-13,DKI5,2538974
2019-10-14,DKI1,970686
2019-10-14,DKI2,1801696
2019-10-14,DKI3,2252173
2019-10-14,DKI4,2970681
2019-10-14,DKI5,2538550
2019-10-15,DKI1,971038
2019-10-15,DKI2,1801603
2019-10-15,DKI3,2252070
2019-10-15,DKI4,2970952
2019-10-15,DKI5,2538125
2019-10-16,DKI1,971389
2019-10-16,DKI2,1801510
2019-10-16,DKI3,2251966
2019-10-16,DKI4,2971223
2019-10-16,DKI5,2537701
2019-10-17,DKI1,971741
2019-10-17,DKI2,1801418
2019-10-17,DKI3,2251862
2019-10-17,DKI4,2971494
2019-10-17,DKI5,2537276
2019-10-18,DKI1,972093
2019-10-18,DKI2,1801325
2019-10-18,DKI3,2251759
2019-10-18,DKI4,2971766
2019-10-18,DKI5,2536851
2019-10-19,DKI1,972445
2019-10-19,DKI2,1801232
2019-10-19,DKI3,2251655
2019-10-19,DKI4,2972037
2019-10-19,DKI5,2536427
2019-10-20,DKI1,972797
2019-10-20,DKI2,1801140
2019-10-20,DKI3,2251552
2019-10-20,DKI4,2972308
2019-10-20,DKI5,2536002
2019-10-21,DKI1,973149
2019-10-21,DKI2,1801047
2019-10-21,DKI3,2251448
2019-10-21,DKI4,2972579
2019-10-21,DKI5,2535577
2019-10-22,DKI1,973501
2019-10-22,DKI2,1800954
2019-10-22,DKI3,2251345
2019-10-22,DKI4,2972851
2019-10-22,DKI5,2535153
2019-10-23,DKI1,973853
2019-10-23,DKI2,1800861
2019-10-23,DKI3,2251241
2019-10-23,DKI4,2973122
2019-10-23,DKI5,2534728
2019-10-24,DKI1,974204
2019-10-24,DKI2,1800769
2019-10-24,DKI3,2251138
2019-10-24,DKI4,2973393
2019-10-24,DKI5,2534303
2019-10-25,DKI1,974556
2019-10-25,DKI2,1800676
2019-10-25,DKI3,2251034
2019-10-25,DKI4,2973664
2019-10-25,DKI5,2533879
2019-10-26,DKI1,974908
2019-10-26,DKI2,1800583
2019-10-26,DKI3,2250931
2019-10-26,DKI4,2973936
2019-10-26,DKI5,2533454
2019-10-27,DKI1,975260
2019-10-27,DKI2,1800491
2019-10-27,DKI3,2250827
2019-10-27,DKI4,2974207
2019-10-27,DKI5,2533029
2019-10-28,DKI1,975612
2019-10-28,DKI2,1800398
2019-10-28,DKI3,2250724
2019-10-28,DKI4,2974478
2019-10-28,DKI5,2532605
2019-10-29,DKI1,975964
2019-10-29,DKI2,1800305
2019-10-29,DKI3,2250620
2019-10-29,DKI4,2974749
2019-10-29,DKI5,2532180
2019-10-30,DKI1,976316
2019-10-30,DKI2,1800212
2019-10-30,DKI3,2250517
2019-10-30,DKI4,2975021
2019-10-30,DKI5,2531755
2019-10-31,DKI1,976668
2019-10-31,DKI2,1800120
2019-10-31,DKI3,2250413
2019-10-31,DKI4,2975292
2019-10-31,DKI5,2531331
2019-11-01,DKI1,977019
2019-11-01,DKI2,1800027
2019-11-01,DKI3,2250310
2019-11-01,DKI4,2975563
2019-11-01,DKI5,2530906
2019-11-02,DKI1,977371
2019-11-02,DKI2,1799934
2019-11-02,DKI3,2250206
2019-11-02,DKI4,2975834
2019-11-02,DKI5,2530481
2019-11-03,DKI1,977723
2019-11-03,DKI2,1799842
2019-11-03,DKI3,2250103
2019-11-03,DKI4,2976106
2019-11-03,DKI5,2530057
2019-11-04,DKI1,978075
2019-11-04,DKI2,1799749
2019-11-04,DKI3,2249999
2019-11-04,DKI4,2976377
2019-11-04,DKI5,2529632
2019-11-05,DKI1,978427
2019-11-05,DKI2,1799656
2019-11-05,DKI3,2249896
2019-11-05,DKI4,2976648
2019-11-05,DKI5,2529208
2019-11-06,DKI1,978779
2019-11-06,DKI2,1799563
2019-11-06,DKI3,2249792
2019-11-06,DKI4,2976919
2019-11-06,DKI5,2528783
2019-11-07,DKI1,979131
2019-11-07,DKI2,1799471
2019-11-07,DKI3,2249689
2019-11-07,DKI4,2977191
2019-11-07,DKI5,2528358
2019-11-08,DKI1,979483
2019-11-08,DKI2,1799378
2019-11-08,DKI3,2249585
2019-11-08,DKI4,2977462
2019-11-08,DKI5,2527934
2019-11-09,DKI1,979834
2019-11-09,DKI2,1799285
2019-11-09,DKI3,2249482
2019-11-09,DKI4,2977733
2019-11-09,DKI5,2527509
2019-11-10,DKI1,980186
2019-11-10,DKI2,1799193
2019-11-10,DKI3,2249378
2019-11-10,DKI4,2978005
2019-11-10,DKI5,2527084
2019-11-11,DKI1,980538
2019-11-11,DKI2,1799100
2019-11-11,DKI3,2249275
2019-11-11,DKI4,2978276
2019-11-11,DKI5,2526660
2019-11-12,DKI1,980890
2019-11-12,DKI2,1799007
2019-11-12,DKI3,2249171
2019-11-12,DKI4,2978547
2019-11-12,DKI5,2526235
2019-11-13,DKI1,981242
2019-11-13,DKI2,1798914
2019-11-13,DKI3,2249068
2019-11-13,DKI4,2978818
2019-11-13,DKI5,2525810
2019-11-14,DKI1,981594
2019-11-14,DKI2,1798822
2019-11-14,DKI3,2248964
2019-11-14,DKI4,2979090
2019-11-14,DKI5,2525386
2019-11-15,DKI1,981946
2019-11-15,DKI2,1798729
2019-11-15,DKI3,2248860
2019-11-15,DKI4,2979361
2019-11-15,DKI5,2524961
2019-11-16,DKI1,982298
2019-11-16,DKI2,1798636
2019-11-16,DKI3,2248757
2019-11-16,DKI4,2979632
2019-11-16,DKI5,2524536
2019-11-17,DKI1,982649
2019-11-17,DKI2,1798544
2019-11-17,DKI3,2248653
2019-11-17,DKI4,2979903
2019-11-17,DKI5,2524112
2019-11-18,DKI1,983001
2019-11-18,DKI2,1798451
2019-11-18,DKI3,2248550
2019-11-18,DKI4,2980175
2019-11-18,DKI5,2523687
2019-11-19,DKI1,983353
2019-11-19,DKI2,1798358
2019-11-19,DKI3,2248446
2019-11-19,DKI4,2980446
2019-11-19,DKI5,2523262
2019-11-20,DKI1,983705
2019-11-20,DKI2,1798265
2019-11-20,DKI3,2248343
2019-11-20,DKI4,2980717
2019-11-20,DKI5,2522838
2019-11-21,DKI1,984057
2019-11-21,DKI2,1798173
2019-11-21,DKI3,2248239
2019-11-21,DKI4,2980988
2019-11-21,DKI5,2522413
2019-11-22,DKI1,984409
2019-11-22,DKI2,1798080
2019-11-22,DKI3,2248136
2019-11-22,DKI4,2981260
2019-11-22,DKI5,2521988
2019-11-23,DKI1,984761
2019-11-23,DKI2,1797987
2019-11-23,DKI3,2248032
2019-11-23,DKI4,2981531
2019-11-23,DKI5,2521564
2019-11-24,DKI1,985113
2019-11-24,DKI2,1797895
2019-11-24,DKI3,2247929
2019-11-24,DKI4,2981802
2019-11-24,DKI5,2521139
2019-11-25,DKI1,985464
2019-11-25,DKI2,1797802
2019-11-25,DKI3,2247825
2019-11-25,DKI4,2982073
2019-11-25,DKI5,2520715
2019-11-26,DKI1,985816
2019-11-26,DKI2,1797709
2019-11-26,DKI3,2247722
2019-11-26,DKI4,2982345
2019-11-26,DKI5,2520290
2019-11-27,DKI1,986168
2019-11-27,DKI2,1797616
2019-11-27,DKI3,2247618
2019-11-27,DKI4,2982616
2019-11-27,DKI5,2519865
2019-11-28,DKI1,986520
2019-11-28,DKI2,1797524
2019-11-28,DKI3,2247515
2019-11-28,DKI4,2982887
2019-11-28,DKI5,2519441
2019-11-29,DKI1,986872
2019-11-29,DKI2,1797431
2019-11-29,DKI3,2247411
2019-11-29,DKI4,2983158
2019-11-29,DKI5,2519016
2019-11-30,DKI1,987224
2019-11-30,DKI2,1797338
2019-11-30,DKI3,2247308
2019-11-30,DKI4,2983430
2019-11-30,DKI5,2518591
2019-12-01,DKI1,987576
2019-12-01,DKI2,1797246
2019-12-01,DKI3,2247204
2019-12-01,DKI4,2983701
2019-12-01,DKI5,2518167
2019-12-02,DKI1,987928
2019-12-02,DKI2,1797153
2019-12-02,DKI3,2247101
2019-12-02,DKI4,2983972
2019-12-02,DKI5,2517742
2019-12-03,DKI1,988279
2019-12-03,DKI2,1797060
2019-12-03,DKI3,2246997
2019-12-03,DKI4,2984243
2019-12-03,DKI5,2517317
2019-12-04,DKI1,988631
2019-12-04,DKI2,1796967
2019-12-04,DKI3,2246894
2019-12-04,DKI4,2984515
2019-12-04,DKI5,2516893
2019-12-05,DKI1,988983
2019-12-05,DKI2,1796875
2019-12-05,DKI3,2246790
2019-12-05,DKI4,2984786
2019-12-05,DKI5,2516468
2019-12-06,DKI1,989335
2019-12-06,DKI2,1796782
2019-12-06,DKI3,2246687
2019-12-06,DKI4,2985057
2019-12-06,DKI5,2516043
2019-12-07,DKI1,989687
2019-12-07,DKI2,1796689
2019-12-07,DKI3,2246583
2019-12-07,DKI4,2985328
2019-12-07,DKI5,2515619
2019-12-08,DKI1,990039
2019-12-08,DKI2,1796597
2019-12-08,DKI3,2246480
2019-12-08,DKI4,2985600
2019-12-08,DKI5,2515194
2019-12-09,DKI1,990391
2019-12-09,DKI2,1796504
2019-12-09,DKI3,2246376
2019-12-09,DKI4,2985871
2019-12-09,DKI5,2514769
2019-12-10,DKI1,990743
2019-12-10,DKI2,1796411
2019-12-10,DKI3,2246273
2019-12-10,DKI4,2986142
2019-12-10,DKI5,2514345
2019-12-11,DKI1,991094
2019-12-11,DKI2,1796318
2019-12-11,DKI3,2246169
2019-12-11,DKI4,2986413
2019-12-11,DKI5,2513920
2019-12-12,DKI1,991446
2019-12-12,DKI2,1796226
2019-12-12,DKI3,2246066
2019-12-12,DKI4,2986685
2019-12-12,DKI5,2513495
2019-12-13,DKI1,991798
2019-12-13,DKI2,1796133
2019-12-13,DKI3,2245962
2019-12-13,DKI4,2986956
2019-12-13,DKI5,2513071
2019-12-14,DKI1,992150
2019-12-14,DKI2,1796040
2019-12-14,DKI3,2245859
2019-12-14,DKI4,2987227
2019-12-14,DKI5,2512646
2019-12-15,DKI1,992502
2019-12-15,DKI2,1795948
2019-12-15,DKI3,2245755
2019-12-15,DKI4,2987499
2019-12-15,DKI5,2512222
2019-12-16,DKI1,992854
2019-12-16,DKI2,1795855
2019-12-16,DKI3,2245651
2019-12-16,DKI4,2987770
2019-12-16,DKI5,2511797
2019-12-17,DKI1,993206
2019-12-17,DKI2,1795762
2019-12-17,DKI3,2245548
2019-12-17,DKI4,2988041
2019-12-17,DKI5,2511372
2019-12-18,DKI1,993558
2019-12-18,DKI2,1795669
2019-12-18,DKI3,2245444
2019-12-18,DKI4,2988312
2019-12-18,DKI5,2510948
2019-12-19,DKI1,993910
2019-12-19,DKI2,1795577
2019-12-19,DKI3,2245341
2019-12-19,DKI4,2988584
2019-12-19,DKI5,2510523
2019-12-20,DKI1,994261
2019-12-20,DKI2,1795484
2019-12-20,DKI3,2245237
2019-12-20,DKI4,2988855
2019-12-20,DKI5,2510098
2019-12-21,DKI1,994613
2019-12-21,DKI2,1795391
2019-12-21,DKI3,2245134
2019-12-21,DKI4,2989126
2019-12-21,DKI5,2509674
2019-12-22,DKI1,994965
2019-12-22,DKI2,1795298
2019-12-22,DKI3,2245030
2019-12-22,DKI4,2989397
2019-12-22,DKI5,2509249
2019-12-23,DKI1,995317
2019-12-23,DKI2,1795206
2019-12-23,DKI3,2244927
2019-12-23,DKI4,2989669
2019-12-23,DKI5,2508824
2019-12-24,DKI1,995669
2019-12-24,DKI2,1795113
2019-12-24,DKI3,2244823
2019-12-24,DKI4,2989940
2019-12-24,DKI5,2508400
2019-12-25,DKI1,996021
2019-12-25,DKI2,1795020
2019-12-25,DKI3,2244720
2019-12-25,DKI4,2990211
2019-12-25,DKI5,2507975
2019-12-26,DKI1,996373
2019-12-26,DKI2,1794928
2019-12-26,DKI3,2244616
2019-12-26,DKI4,2990482
2019-12-26,DKI5,2507550
2019-12-27,DKI1,996725
2019-12-27,DKI2,1794835
2019-12-27,DKI3,2244513
2019-12-27,DKI4,2990754
2019-12-27,DKI5,2507126
2019-12-28,DKI1,997076
2019-12-28,DKI2,1794742
2019-12-28,DKI3,2244409
2019-12-28,DKI4,2991025
2019-12-28,DKI5,2506701
2019-12-29,DKI1,997428
2019-12-29,DKI2,1794649
2019-12-29,DKI3,2244306
2019-12-29,DKI4,2991296
2019-12-29,DKI5,2506276
2019-12-30,DKI1,997780
2019-12-30,DKI2,1794557
2019-12-30,DKI3,2244202
2019-12-30,DKI4,2991567
2019-12-30,DKI5,2505852
2019-12-31,DKI1,998132
2019-12-31,DKI2,1794464
2019-12-31,DKI3,2244099
2019-12-31,DKI4,2991839
2019-12-31,DKI5,2505427
2020-01-01,DKI1,998484
2020-01-01,DKI2,1794371
2020-01-01,DKI3,2243995
2020-01-01,DKI4,2992110
2020-01-01,DKI5,2505002
2020-01-02,DKI1,998836
2020-01-02,DKI2,1794279
2020-01-02,DKI3,2243892
2020-01-02,DKI4,2992381
2020-01-02,DKI5,2504578
2020-01-03,DKI1,999188
2020-01-03,DKI2,1794186
2020-01-03,DKI3,2243788
2020-01-03,DKI4,2992652
2020-01-03,DKI5,2504153
2020-01-04,DKI1,999540
2020-01-04,DKI2,1794093
2020-01-04,DKI3,2243685
2020-01-04,DKI4,2992924
2020-01-04,DKI5,2503728
2020-01-05,DKI1,999891
2020-01-05,DKI2,1794000
2020-01-05,DKI3,2243581
2020-01-05,DKI4,2993195
2020-01-05,DKI5,2503304
2020-01-06,DKI1,1000243
2020-01-06,DKI2,1793908
2020-01-06,DKI3,2243478
2020-01-06,DKI4,2993466
2020-01-06,DKI5,2502879
2020-01-07,DKI1,1000595
2020-01-07,DKI2,1793815
2020-01-07,DKI3,2243374
2020-01-07,DKI4,2993737
2020-01-07,DKI5,2502455
2020-01-08,DKI1,1000947
2020-01-08,DKI2,1793722
2020-01-08,DKI3,2243271
2020-01-08,DKI4,2994009
2020-01-08,DKI5,2502030
2020-01-09,DKI1,1001299
2020-01-09,DKI2,1793630
2020-01-09,DKI3,2243167
2020-01-09,DKI4,2994280
2020-01-09,DKI5,2501605
2020-01-10,DKI1,1001651
2020-01-10,DKI2,1793537
2020-01-10,DKI3,2243064
2020-01-10,DKI4,2994551
2020-01-10,DKI5,2501181
2020-01-11,DKI1,1002003
2020-01-11,DKI2,1793444
2020-01-11,DKI3,2242960
2020-01-11,DKI4,2994822
2020-01-11,DKI5,2500756
2020-01-12,DKI1,1002355
2020-01-12,DKI2,1793351
2020-01-12,DKI3,2242857
2020-01-12,DKI4,2995094
2020-01-12,DKI5,2500331
2020-01-13,DKI1,1002706
2020-01-13,DKI2,1793259
2020-01-13,DKI3,2242753
2020-01-13,DKI4,2995365
2020-01-13,DKI5,2499907
2020-01-14,DKI1,1003058
2020-01-14,DKI2,1793166
2020-01-14,DKI3,2242650
2020-01-14,DKI4,2995636
2020-01-14,DKI5,2499482
2020-01-15,DKI1,1003410
2020-01-15,DKI2,1793073
2020-01-15,DKI3,2242546
2020-01-15,DKI4,2995907
2020-01-15,DKI5,2499057
2020-01-16,DKI1,1003762
2020-01-16,DKI2,1792981
2020-01-16,DKI3,2242442
2020-01-16,DKI4,2996179
2020-01-16,DKI5,2498633
2020-01-17,DKI1,1004114
2020-01-17,DKI2,1792888
2020-01-17,DKI3,2242339
2020-01-17,DKI4,2996450
2020-01-17,DKI5,2498208
2020-01-18,DKI1,1004466
2020-01-18,DKI2,1792795
2020-01-18,DKI3,2242235
2020-01-18,DKI4,2996721
2020-01-18,DKI5,2497783
2020-01-19,DKI1,1004818
2020-01-19,DKI2,1792702
2020-01-19,DKI3,2242132
2020-01-19,DKI4,2996992
2020-01-19,DKI5,2497359
2020-01-20,DKI1,1005170
2020-01-20,DKI2,1792610
2020-01-20,DKI3,2242028
2020-01-20,DKI4,2997264
2020-01-20,DKI5,2496934
2020-01-21,DKI1,1005521
2020-01-21,DKI2,1792517
2020-01-21,DKI3,2241925
2020-01-21,DKI4,2997535
2020-01-21,DKI5,2496509
2020-01-22,DKI1,1005873
2020-01-22,DKI2,1792424
2020-01-22,DKI3,2241821
2020-01-22,DKI4,2997806
2020-01-22,DKI5,2496085
2020-01-23,DKI1,1006225
2020-01-23,DKI2,1792332
2020-01-23,DKI3,2241718
2020-01-23,DKI4,2998078
2020-01-23,DKI5,2495660
2020-01-24,DKI1,1006577
2020-01-24,DKI2,1792239
2020-01-24,DKI3,2241614
2020-01-24,DKI4,2998349
2020-01-24,DKI5,2495235
2020-01-25,DKI1,1006929
2020-01-25,DKI2,1792146
2020-01-25,DKI3,2241511
2020-01-25,DKI4,2998620
2020-01-25,DKI5,2494811
2020-01-26,DKI1,1007281
2020-01-26,DKI2,1792053
2020-01-26,DKI3,2241407
2020-01-26,DKI4,2998891
2020-01-26,DKI5,2494386
2020-01-27,DKI1,1007633
2020-01-27,DKI2,1791961
2020-01-27,DKI3,2241304
2020-01-27,DKI4,2999163
2020-01-27,DKI5,2493962
2020-01-28,DKI1,1007985
2020-01-28,DKI2,1791868
2020-01-28,DKI3,2241200
2020-01-28,DKI4,2999434
2020-01-28,DKI5,2493537
2020-01-29,DKI1,1008336
2020-01-29,DKI2,1791775
2020-01-29,DKI3,2241097
2020-01-29,DKI4,2999705
2020-01-29,DKI5,2493112
2020-01-30,DKI1,1008688
2020-01-30,DKI2,1791683
2020-01-30,DKI3,2240993
2020-01-30,DKI4,2999976
2020-01-30,DKI5,2492688
2020-01-31,DKI1,1009040
2020-01-31,DKI2,1791590
2020-01-31,DKI3,2240890
2020-01-31,DKI4,3000248
2020-01-31,DKI5,2492263
2020-02-01,DKI1,1009392
2020-02-01,DKI2,1791497
2020-02-01,DKI3,2240786
2020-02-01,DKI4,3000519
2020-02-01,DKI5,2491838
2020-02-02,DKI1,1009744
2020-02-02,DKI2,1791404
2020-02-02,DKI3,2240683
2020-02-02,DKI4,3000790
2020-02-02,DKI5,2491414
2020-02-03,DKI1,1010096
2020-02-03,DKI2,1791312
2020-02-03,DKI3,2240579
2020-02-03,DKI4,3001061
2020-02-03,DKI5,2490989
2020-02-04,DKI1,1010448
2020-02-04,DKI2,1791219
2020-02-04,DKI3,2240476
2020-02-04,DKI4,3001333
2020-02-04,DKI5,2490564
2020-02-05,DKI1,1010800
2020-02-05,DKI2,1791126
2020-02-05,DKI3,2240372
2020-02-05,DKI4,3001604
2020-02-05,DKI5,2490140
2020-02-06,DKI1,1011151
2020-02-06,DKI2,1791034
2020-02-06,DKI3,2240269
2020-02-06,DKI4,3001875
2020-02-06,DKI5,2489715
2020-02-07,DKI1,1011503
2020-02-07,DKI2,1790941
2020-02-07,DKI3,2240165
2020-02-07,DKI4,3002146
2020-02-07,DKI5,2489290
2020-02-08,DKI1,1011855
2020-02-08,DKI2,1790848
2020-02-08,DKI3,2240062
2020-02-08,DKI4,3002418
2020-02-08,DKI5,2488866
2020-02-09,DKI1,1012207
2020-02-09,DKI2,1790755
2020-02-09,DKI3,2239958
2020-02-09,DKI4,3002689
2020-02-09,DKI5,2488441
2020-02-10,DKI1,1012559
2020-02-10,DKI2,1790663
2020-02-10,DKI3,2239855
2020-02-10,DKI4,3002960
2020-02-10,DKI5,2488016
2020-02-11,DKI1,1012911
2020-02-11,DKI2,1790570
2020-02-11,DKI3,2239751
2020-02-11,DKI4,3003231
2020-02-11,DKI5,2487592
2020-02-12,DKI1,1013263
2020-02-12,DKI2,1790477
2020-02-12,DKI3,2239648
2020-02-12,DKI4,3003503
2020-02-12,DKI5,2487167
2020-02-13,DKI1,1013615
2020-02-13,DKI2,1790385
2020-02-13,DKI3,2239544
2020-02-13,DKI4,3003774
2020-02-13,DKI5,2486742
2020-02-14,DKI1,1013967
2020-02-14,DKI2,1790292
2020-02-14,DKI3,2239441
2020-02-14,DKI4,3004045
2020-02-14,DKI5,2486318
2020-02-15,DKI1,1014318
