tanggal,stasiun,populasi,days_since_pop_update
2018-05-18,DKI5,2528065,337
2018-05-19,DKI1,921344,338
2018-05-19,DKI2,1781316,338
2018-05-19,DKI3,2226830,338
2018-05-19,DKI4,2892783,338
2018-05-19,DKI5,2528065,338
2018-05-20,DKI1,921344,339
2018-05-20,DKI2,1781316,339
2018-05-20,DKI3,2226830,339
2018-05-20,DKI4,2892783,339
2018-05-20,DKI5,2528065,339
2018-05-21,DKI1,921344,340
2018-05-21,DKI2,1781316,340
2018-05-21,DKI3,2226830,340
2018-05-21,DKI4,2892783,340
2018-05-21,DKI5,2528065,340
2018-05-22,DKI1,921344,341
2018-05-22,DKI2,1781316,341
2018-05-22,DKI3,2226830,341
2018-05-22,DKI4,2892783,341
2018-05-22,DKI5,2528065,341
2018-05-23,DKI1,921344,342
2018-05-23,DKI2,1781316,342
2018-05-23,DKI3,2226830,342
2018-05-23,DKI4,2892783,342
2018-05-23,DKI5,2528065,342
2018-05-24,DKI1,921344,343
2018-05-24,DKI2,1781316,343
2018-05-24,DKI3,2226830,343
2018-05-24,DKI4,2892783,343
2018-05-24,DKI5,2528065,343
2018-05-25,DKI1,921344,344
2018-05-25,DKI2,1781316,344
2018-05-25,DKI3,2226830,344
2018-05-25,DKI4,2892783,344
2018-05-25,DKI5,2528065,344
2018-05-26,DKI1,921344,345
2018-05-26,DKI2,1781316,345
2018-05-26,DKI3,2226830,345
2018-05-26,DKI4,2892783,345
2018-05-26,DKI5,2528065,345
2018-05-27,DKI1,921344,346
2018-05-27,DKI2,1781316,346
2018-05-27,DKI3,2226830,346
2018-05-27,DKI4,2892783,346
2018-05-27,DKI5,2528065,346
2018-05-28,DKI1,921344,347
2018-05-28,DKI2,1781316,347
2018-05-28,DKI3,2226830,347
2018-05-28,DKI4,2892783,347
2018-05-28,DKI5,2528065,347
2018-05-29,DKI1,921344,348
2018-05-29,DKI2,1781316,348
2018-05-29,DKI3,2226830,348
2018-05-29,DKI4,2892783,348
2018-05-29,DKI5,2528065,348
2018-05-30,DKI1,921344,349
2018-05-30,DKI2,1781316,349
2018-05-30,DKI3,2226830,349
2018-05-30,DKI4,2892783,349
2018-05-30,DKI5,2528065,349
2018-05-31,DKI1,921344,350
2018-05-31,DKI2,1781316,350
2018-05-31,DKI3,2226830,350
2018-05-31,DKI4,2892783,350
2018-05-31,DKI5,2528065,350
2018-06-01,DKI1,921344,351
2018-06-01,DKI2,1781316,351
2018-06-01,DKI3,2226830,351
2018-06-01,DKI4,2892783,351
2018-06-01,DKI5,2528065,351
2018-06-02,DKI1,921344,352
2018-06-02,DKI2,1781316,352
2018-06-02,DKI3,2226830,352
2018-06-02,DKI4,2892783,352
2018-06-02,DKI5,2528065,352
2018-06-03,DKI1,921344,353
2018-06-03,DKI2,1781316,353
2018-06-03,DKI3,2226830,353
2018-06-03,DKI4,2892783,353
2018-06-03,DKI5,2528065,353
2018-06-04,DKI1,921344,354
2018-06-04,DKI2,1781316,354
2018-06-04,DKI3,2226830,354
2018-06-04,DKI4,2892783,354
2018-06-04,DKI5,2528065,354
2018-06-05,DKI1,921344,355
2018-06-05,DKI2,1781316,355
2018-06-05,DKI3,2226830,355
2018-06-05,DKI4,2892783,355
2018-06-05,DKI5,2528065,355
2018-06-06,DKI1,921344,356
2018-06-06,DKI2,1781316,356
2018-06-06,DKI3,2226830,356
2018-06-06,DKI4,2892783,356
2018-06-06,DKI5,2528065,356
2018-06-07,DKI1,921344,357
2018-06-07,DKI2,1781316,357
2018-06-07,DKI3,2226830,357
2018-06-07,DKI4,2892783,357
2018-06-07,DKI5,2528065,357
2018-06-08,DKI1,921344,358
2018-06-08,DKI2,1781316,358
2018-06-08,DKI3,2226830,358
2018-06-08,DKI4,2892783,358
2018-06-08,DKI5,2528065,358
2018-06-09,DKI1,921344,359
2018-06-09,DKI2,1781316,359
2018-06-09,DKI3,2226830,359
2018-06-09,DKI4,2892783,359
2018-06-09,DKI5,2528065,359
2018-06-10,DKI1,921344,360
2018-06-10,DKI2,1781316,360
2018-06-10,DKI3,2226830,360
2018-06-10,DKI4,2892783,360
2018-06-10,DKI5,2528065,360
2018-06-11,DKI1,921344,361
2018-06-11,DKI2,1781316,361
2018-06-11,DKI3,2226830,361
2018-06-11,DKI4,2892783,361
2018-06-11,DKI5,2528065,361
2018-06-12,DKI1,921344,362
2018-06-12,DKI2,1781316,362
2018-06-12,DKI3,2226830,362
2018-06-12,DKI4,2892783,362
2018-06-12,DKI5,2528065,362
2018-06-13,DKI1,921344,363
2018-06-13,DKI2,1781316,363
2018-06-13,DKI3,2226830,363
2018-06-13,DKI4,2892783,363
2018-06-13,DKI5,2528065,363
2018-06-14,DKI1,921344,364
2018-06-14,DKI2,1781316,364
2018-06-14,DKI3,2226830,364
2018-06-14,DKI4,2892783,364
2018-06-14,DKI5,2528065,364
2018-06-15,DKI1,924686,0
2018-06-15,DKI2,1797292,0
2018-06-15,DKI3,2246137,0
2018-06-15,DKI4,2916018,0
2018-06-15,DKI5,2559362,0
2018-06-16,DKI1,924686,1
2018-06-16,DKI2,1797292,1
2018-06-16,DKI3,2246137,1
2018-06-16,DKI4,2916018,1
2018-06-16,DKI5,2559362,1
2018-06-17,DKI1,924686,2
2018-06-17,DKI2,1797292,2
2018-06-17,DKI3,2246137,2
2018-06-17,DKI4,2916018,2
2018-06-17,DKI5,2559362,2
2018-06-18,DKI1,924686,3
2018-06-18,DKI2,1797292,3
2018-06-18,DKI3,2246137,3
2018-06-18,DKI4,2916018,3
2018-06-18,DKI5,2559362,3
2018-06-19,DKI1,924686,4
2018-06-19,DKI2,1797292,4
2018-06-19,DKI3,2246137,4
2018-06-19,DKI4,2916018,4
2018-06-19,DKI5,2559362,4
2018-06-20,DKI1,924686,5
2018-06-20,DKI2,1797292,5
2018-06-20,DKI3,2246137,5
2018-06-20,DKI4,2916018,5
2018-06-20,DKI5,2559362,5
2018-06-21,DKI1,924686,6
2018-06-21,DKI2,1797292,6
2018-06-21,DKI3,2246137,6
2018-06-21,DKI4,2916018,6
2018-06-21,DKI5,2559362,6
2018-06-22,DKI1,924686,7
2018-06-22,DKI2,1797292,7
2018-06-22,DKI3,2246137,7
2018-06-22,DKI4,2916018,7
2018-06-22,DKI5,2559362,7
2018-06-23,DKI1,924686,8
2018-06-23,DKI2,1797292,8
2018-06-23,DKI3,2246137,8
2018-06-23,DKI4,2916018,8
2018-06-23,DKI5,2559362,8
2018-06-24,DKI1,924686,9
2018-06-24,DKI2,1797292,9
2018-06-24,DKI3,2246137,9
2018-06-24,DKI4,2916018,9
2018-06-24,DKI5,2559362,9
2018-06-25,DKI1,924686,10
2018-06-25,DKI2,1797292,10
2018-06-25,DKI3,2246137,10
2018-06-25,DKI4,2916018,10
2018-06-25,DKI5,2559362,10
2018-06-26,DKI1,924686,11
2018-06-26,DKI2,1797292,11
2018-06-26,DKI3,2246137,11
2018-06-26,DKI4,2916018,11
2018-06-26,DKI5,2559362,11
2018-06-27,DKI1,924686,12
2018-06-27,DKI2,1797292,12
2018-06-27,DKI3,2246137,12
2018-06-27,DKI4,2916018,12
2018-06-27,DKI5,2559362,12
2018-06-28,DKI1,924686,13
2018-06-28,DKI2,1797292,13
2018-06-28,DKI3,2246137,13
2018-06-28,DKI4,2916018,13
2018-06-28,DKI5,2559362,13
2018-06-29,DKI1,924686,14
2018-06-29,DKI2,1797292,14
2018-06-29,DKI3,2246137,14
2018-06-29,DKI4,2916018,14
2018-06-29,DKI5,2559362,14
2018-06-30,DKI1,924686,15
2018-06-30,DKI2,1797292,15
2018-06-30,DKI3,2246137,15
2018-06-30,DKI4,2916018,15
2018-06-30,DKI5,2559362,15
2018-07-01,DKI1,924686,16
2018-07-01,DKI2,1797292,16
2018-07-01,DKI3,2246137,16
2018-07-01,DKI4,2916018,16
2018-07-01,DKI5,2559362,16
2018-07-02,DKI1,924686,17
2018-07-02,DKI2,1797292,17
2018-07-02,DKI3,2246137,17
2018-07-02,DKI4,2916018,17
2018-07-02,DKI5,2559362,17
2018-07-03,DKI1,924686,18
2018-07-03,DKI2,1797292,18
2018-07-03,DKI3,2246137,18
2018-07-03,DKI4,2916018,18
2018-07-03,DKI5,2559362,18
2018-07-04,DKI1,924686,19
2018-07-04,DKI2,1797292,19
2018-07-04,DKI3,2246137,19
2018-07-04,DKI4,2916018,19
2018-07-04,DKI5,2559362,19
2018-07-05,DKI1,924686,20
2018-07-05,DKI2,1797292,20
2018-07-05,DKI3,2246137,20
2018-07-05,DKI4,2916018,20
2018-07-05,DKI5,2559362,20
2018-07-06,DKI1,924686,21
2018-07-06,DKI2,1797292,21
2018-07-06,DKI3,2246137,21
2018-07-06,DKI4,2916018,21
2018-07-06,DKI5,2559362,21
2018-07-07,DKI1,924686,22
2018-07-07,DKI2,1797292,22
2018-07-07,DKI3,2246137,22
2018-07-07,DKI4,2916018,22
2018-07-07,DKI5,2559362,22
2018-07-08,DKI1,924686,23
2018-07-08,DKI2,1797292,23
2018-07-08,DKI3,2246137,23
2018-07-08,DKI4,2916018,23
2018-07-08,DKI5,2559362,23
2018-07-09,DKI1,924686,24
2018-07-09,DKI2,1797292,24
2018-07-09,DKI3,2246137,24
2018-07-09,DKI4,2916018,24
2018-07-09,DKI5,2559362,24
2018-07-10,DKI1,924686,25
2018-07-10,DKI2,1797292,25
2018-07-10,DKI3,2246137,25
2018-07-10,DKI4,2916018,25
2018-07-10,DKI5,2559362,25
2018-07-11,DKI1,924686,26
2018-07-11,DKI2,1797292,26
2018-07-11,DKI3,2246137,26
2018-07-11,DKI4,2916018,26
2018-07-11,DKI5,2559362,26
2018-07-12,DKI1,924686,27
2018-07-12,DKI2,1797292,27
2018-07-12,DKI3,2246137,27
2018-07-12,DKI4,2916018,27
2018-07-12,DKI5,2559362,27
2018-07-13,DKI1,924686,28
2018-07-13,DKI2,1797292,28
2018-07-13,DKI3,2246137,28
2018-07-13,DKI4,2916018,28
2018-07-13,DKI5,2559362,28
2018-07-14,DKI1,924686,29
2018-07-14,DKI2,1797292,29
2018-07-14,DKI3,2246137,29
2018-07-14,DKI4,2916018,29
2018-07-14,DKI5,2559362,29
2018-07-15,DKI1,924686,30
2018-07-15,DKI2,1797292,30
2018-07-15,DKI3,2246137,30
2018-07-15,DKI4,2916018,30
2018-07-15,DKI5,2559362,30
2018-07-16,DKI1,924686,31
2018-07-16,DKI2,1797292,31
2018-07-16,DKI3,2246137,31
2018-07-16,DKI4,2916018,31
2018-07-16,DKI5,2559362,31
2018-07-17,DKI1,924686,32
2018-07-17,DKI2,1797292,32
2018-07-17,DKI3,2246137,32
2018-07-17,DKI4,2916018,32
2018-07-17,DKI5,2559362,32
2018-07-18,DKI1,924686,33
2018-07-18,DKI2,1797292,33
2018-07-18,DKI3,2246137,33
2018-07-18,DKI4,2916018,33
2018-07-18,DKI5,2559362,33
2018-07-19,DKI1,924686,34
2018-07-19,DKI2,1797292,34
2018-07-19,DKI3,2246137,34
2018-07-19,DKI4,2916018,34
2018-07-19,DKI5,2559362,34
2018-07-20,DKI1,924686,35
2018-07-20,DKI2,1797292,35
2018-07-20,DKI3,2246137,35
2018-07-20,DKI4,2916018,35
2018-07-20,DKI5,2559362,35
2018-07-21,DKI1,924686,36
2018-07-21,DKI2,1797292,36
2018-07-21,DKI3,2246137,36
2018-07-21,DKI4,2916018,36
2018-07-21,DKI5,2559362,36
2018-07-22,DKI1,924686,37
2018-07-22,DKI2,1797292,37
2018-07-22,DKI3,2246137,37
2018-07-22,DKI4,2916018,37
2018-07-22,DKI5,2559362,37
2018-07-23,DKI1,924686,38
2018-07-23,DKI2,1797292,38
2018-07-23,DKI3,2246137,38
2018-07-23,DKI4,2916018,38
2018-07-23,DKI5,2559362,38
2018-07-24,DKI1,924686,39
2018-07-24,DKI2,1797292,39
2018-07-24,DKI3,2246137,39
2018-07-24,DKI4,2916018,39
2018-07-24,DKI5,2559362,39
2018-07-25,DKI1,924686,40
2018-07-25,DKI2,1797292,40
2018-07-25,DKI3,2246137,40
2018-07-25,DKI4,2916018,40
2018-07-25,DKI5,2559362,40
2018-07-26,DKI1,924686,41
2018-07-26,DKI2,1797292,41
2018-07-26,DKI3,2246137,41
2018-07-26,DKI4,2916018,41
2018-07-26,DKI5,2559362,41
2018-07-27,DKI1,924686,42
2018-07-27,DKI2,1797292,42
2018-07-27,DKI3,2246137,42
2018-07-27,DKI4,2916018,42
2018-07-27,DKI5,2559362,42
2018-07-28,DKI1,924686,43
2018-07-28,DKI2,1797292,43
2018-07-28,DKI3,2246137,43
2018-07-28,DKI4,2916018,43
2018-07-28,DKI5,2559362,43
2018-07-29,DKI1,924686,44
2018-07-29,DKI2,1797292,44
2018-07-29,DKI3,2246137,44
2018-07-29,DKI4,2916018,44
2018-07-29,DKI5,2559362,44
2018-07-30,DKI1,924686,45
2018-07-30,DKI2,1797292,45
2018-07-30,DKI3,2246137,45
2018-07-30,DKI4,2916018,45
2018-07-30,DKI5,2559362,45
2018-07-31,DKI1,924686,46
2018-07-31,DKI2,1797292,46
2018-07-31,DKI3,2246137,46
2018-07-31,DKI4,2916018,46
2018-07-31,DKI5,2559362,46
2018-08-01,DKI1,924686,47
2018-08-01,DKI2,1797292,47
2018-08-01,DKI3,2246137,47
2018-08-01,DKI4,2916018,47
2018-08-01,DKI5,2559362,47
2018-08-02,DKI1,924686,48
2018-08-02,DKI2,1797292,48
2018-08-02,DKI3,2246137,48
2018-08-02,DKI4,2916018,48
2018-08-02,DKI5,2559362,48
2018-08-03,DKI1,924686,49
2018-08-03,DKI2,1797292,49
2018-08-03,DKI3,2246137,49
2018-08-03,DKI4,2916018,49
2018-08-03,DKI5,2559362,49
2018-08-04,DKI1,924686,50
2018-08-04,DKI2,1797292,50
2018-08-04,DKI3,2246137,50
2018-08-04,DKI4,2916018,50
2018-08-04,DKI5,2559362,50
2018-08-05,DKI1,924686,51
2018-08-05,DKI2,1797292,51
2018-08-05,DKI3,2246137,51
2018-08-05,DKI4,2916018,51
2018-08-05,DKI5,2559362,51
2018-08-06,DKI1,924686,52
2018-08-06,DKI2,1797292,52
2018-08-06,DKI3,2246137,52
2018-08-06,DKI4,2916018,52
2018-08-06,DKI5,2559362,52
2018-08-07,DKI1,924686,53
2018-08-07,DKI2,1797292,53
2018-08-07,DKI3,2246137,53
2018-08-07,DKI4,2916018,53
2018-08-07,DKI5,2559362,53
2018-08-08,DKI1,924686,54
2018-08-08,DKI2,1797292,54
2018-08-08,DKI3,2246137,54
2018-08-08,DKI4,2916018,54
2018-08-08,DKI5,2559362,54
2018-08-09,DKI1,924686,55
2018-08-09,DKI2,1797292,55
2018-08-09,DKI3,2246137,55
2018-08-09,DKI4,2916018,55
2018-08-09,DKI5,2559362,55
2018-08-10,DKI1,924686,56
2018-08-10,DKI2,1797292,56
2018-08-10,DKI3,2246137,56
2018-08-10,DKI4,2916018,56
2018-08-10,DKI5,2559362,56
2018-08-11,DKI1,924686,57
2018-08-11,DKI2,1797292,57
2018-08-11,DKI3,2246137,57
2018-08-11,DKI4,2916018,57
2018-08-11,DKI5,2559362,57
2018-08-12,DKI1,924686,58
2018-08-12,DKI2,1797292,58
2018-08-12,DKI3,2246137,58
2018-08-12,DKI4,2916018,58
2018-08-12,DKI5,2559362,58
2018-08-13,DKI1,924686,59
2018-08-13,DKI2,1797292,59
2018-08-13,DKI3,2246137,59
2018-08-13,DKI4,2916018,59
2018-08-13,DKI5,2559362,59
2018-08-14,DKI1,924686,60
2018-08-14,DKI2,1797292,60
2018-08-14,DKI3,2246137,60
2018-08-14,DKI4,2916018,60
2018-08-14,DKI5,2559362,60
2018-08-15,DKI1,924686,61
2018-08-15,DKI2,1797292,61
2018-08-15,DKI3,2246137,61
2018-08-15,DKI4,2916018,61
2018-08-15,DKI5,2559362,61
2018-08-16,DKI1,924686,62
2018-08-16,DKI2,1797292,62
2018-08-16,DKI3,2246137,62
2018-08-16,DKI4,2916018,62
2018-08-16,DKI5,2559362,62
2018-08-17,DKI1,924686,63
2018-08-17,DKI2,1797292,63
2018-08-17,DKI3,2246137,63
2018-08-17,DKI4,2916018,63
2018-08-17,DKI5,2559362,63
2018-08-18,DKI1,924686,64
2018-08-18,DKI2,1797292,64
2018-08-18,DKI3,2246137,64
2018-08-18,DKI4,2916018,64
2018-08-18,DKI5,2559362,64
2018-08-19,DKI1,924686,65
2018-08-19,DKI2,1797292,65
2018-08-19,DKI3,2246137,65
2018-08-19,DKI4,2916018,65
2018-08-19,DKI5,2559362,65
2018-08-20,DKI1,924686,66
2018-08-20,DKI2,1797292,66
2018-08-20,DKI3,2246137,66
2018-08-20,DKI4,2916018,66
2018-08-20,DKI5,2559362,66
2018-08-21,DKI1,924686,67
2018-08-21,DKI2,1797292,67
2018-08-21,DKI3,2246137,67
2018-08-21,DKI4,2916018,67
2018-08-21,DKI5,2559362,67
2018-08-22,DKI1,924686,68
2018-08-22,DKI2,1797292,68
2018-08-22,DKI3,2246137,68
2018-08-22,DKI4,2916018,68
2018-08-22,DKI5,2559362,68
2018-08-23,DKI1,924686,69
2018-08-23,DKI2,1797292,69
2018-08-23,DKI3,2246137,69
2018-08-23,DKI4,2916018,69
2018-08-23,DKI5,2559362,69
2018-08-24,DKI1,924686,70
2018-08-24,DKI2,1797292,70
2018-08-24,DKI3,2246137,70
2018-08-24,DKI4,2916018,70
2018-08-24,DKI5,2559362,70
2018-08-25,DKI1,924686,71
2018-08-25,DKI2,1797292,71
2018-08-25,DKI3,2246137,71
2018-08-25,DKI4,2916018,71
2018-08-25,DKI5,2559362,71
2018-08-26,DKI1,924686,72
2018-08-26,DKI2,1797292,72
2018-08-26,DKI3,2246137,72
2018-08-26,DKI4,2916018,72
2018-08-26,DKI5,2559362,72
2018-08-27,DKI1,924686,73
2018-08-27,DKI2,1797292,73
2018-08-27,DKI3,2246137,73
2018-08-27,DKI4,2916018,73
2018-08-27,DKI5,2559362,73
2018-08-28,DKI1,924686,74
2018-08-28,DKI2,1797292,74
2018-08-28,DKI3,2246137,74
2018-08-28,DKI4,2916018,74
2018-08-28,DKI5,2559362,74
2018-08-29,DKI1,924686,75
2018-08-29,DKI2,1797292,75
2018-08-29,DKI3,2246137,75
2018-08-29,DKI4,2916018,75
2018-08-29,DKI5,2559362,75
2018-08-30,DKI1,924686,76
2018-08-30,DKI2,1797292,76
2018-08-30,DKI3,2246137,76
2018-08-30,DKI4,2916018,76
2018-08-30,DKI5,2559362,76
2018-08-31,DKI1,924686,77
2018-08-31,DKI2,1797292,77
2018-08-31,DKI3,2246137,77
2018-08-31,DKI4,2916018,77
2018-08-31,DKI5,2559362,77
2018-09-01,DKI1,924686,78
2018-09-01,DKI2,1797292,78
2018-09-01,DKI3,2246137,78
2018-09-01,DKI4,2916018,78
2018-09-01,DKI5,2559362,78
2018-09-02,DKI1,924686,79
2018-09-02,DKI2,1797292,79
2018-09-02,DKI3,2246137,79
2018-09-02,DKI4,2916018,79
2018-09-02,DKI5,2559362,79
2018-09-03,DKI1,924686,80
2018-09-03,DKI2,1797292,80
2018-09-03,DKI3,2246137,80
2018-09-03,DKI4,2916018,80
2018-09-03,DKI5,2559362,80
2018-09-04,DKI1,924686,81
2018-09-04,DKI2,1797292,81
2018-09-04,DKI3,2246137,81
2018-09-04,DKI4,2916018,81
2018-09-04,DKI5,2559362,81
2018-09-05,DKI1,924686,82
2018-09-05,DKI2,1797292,82
2018-09-05,DKI3,2246137,82
2018-09-05,DKI4,2916018,82
2018-09-05,DKI5,2559362,82
2018-09-06,DKI1,924686,83
2018-09-06,DKI2,1797292,83
2018-09-06,DKI3,2246137,83
2018-09-06,DKI4,2916018,83
2018-09-06,DKI5,2559362,83
2018-09-07,DKI1,924686,84
2018-09-07,DKI2,1797292,84
2018-09-07,DKI3,2246137,84
2018-09-07,DKI4,2916018,84
2018-09-07,DKI5,2559362,84
2018-09-08,DKI1,924686,85
2018-09-08,DKI2,1797292,85
2018-09-08,DKI3,2246137,85
2018-09-08,DKI4,2916018,85
2018-09-08,DKI5,2559362,85
2018-09-09,DKI1,924686,86
2018-09-09,DKI2,1797292,86
2018-09-09,DKI3,2246137,86
2018-09-09,DKI4,2916018,86
2018-09-09,DKI5,2559362,86
2018-09-10,DKI1,924686,87
2018-09-10,DKI2,1797292,87
2018-09-10,DKI3,2246137,87
2018-09-10,DKI4,2916018,87
2018-09-10,DKI5,2559362,87
2018-09-11,DKI1,924686,88
2018-09-11,DKI2,1797292,88
2018-09-11,DKI3,2246137,88
2018-09-11,DKI4,2916018,88
2018-09-11,DKI5,2559362,88
2018-09-12,DKI1,924686,89
2018-09-12,DKI2,1797292,89
2018-09-12,DKI3,2246137,89
2018-09-12,DKI4,2916018,89
2018-09-12,DKI5,2559362,89
2018-09-13,DKI1,924686,90
2018-09-13,DKI2,1797292,90
2018-09-13,DKI3,2246137,90
2018-09-13,DKI4,2916018,90
2018-09-13,DKI5,2559362,90
2018-09-14,DKI1,924686,91
2018-09-14,DKI2,1797292,91
2018-09-14,DKI3,2246137,91
2018-09-14,DKI4,2916018,91
2018-09-14,DKI5,2559362,91
2018-09-15,DKI1,924686,92
2018-09-15,DKI2,1797292,92
2018-09-15,DKI3,2246137,92
2018-09-15,DKI4,2916018,92
2018-09-15,DKI5,2559362,92
2018-09-16,DKI1,924686,93
2018-09-16,DKI2,1797292,93
2018-09-16,DKI3,2246137,93
2018-09-16,DKI4,2916018,93
2018-09-16,DKI5,2559362,93
2018-09-17,DKI1,924686,94
2018-09-17,DKI2,1797292,94
2018-09-17,DKI3,2246137,94
2018-09-17,DKI4,2916018,94
2018-09-17,DKI5,2559362,94
2018-09-18,DKI1,924686,95
2018-09-18,DKI2,1797292,95
2018-09-18,DKI3,2246137,95
2018-09-18,DKI4,2916018,95
2018-09-18,DKI5,2559362,95
2018-09-19,DKI1,924686,96
2018-09-19,DKI2,1797292,96
2018-09-19,DKI3,2246137,96
2018-09-19,DKI4,2916018,96
2018-09-19,DKI5,2559362,96
2018-09-20,DKI1,924686,97
2018-09-20,DKI2,1797292,97
2018-09-20,DKI3,2246137,97
2018-09-20,DKI4,2916018,97
2018-09-20,DKI5,2559362,97
2018-09-21,DKI1,924686,98
2018-09-21,DKI2,1797292,98
2018-09-21,DKI3,2246137,98
2018-09-21,DKI4,2916018,98
2018-09-21,DKI5,2559362,98
2018-09-22,DKI1,924686,99
2018-09-22,DKI2,1797292,99
2018-09-22,DKI3,2246137,99
2018-09-22,DKI4,2916018,99
2018-09-22,DKI5,2559362,99
2018-09-23,DKI1,924686,100
2018-09-23,DKI2,1797292,100
2018-09-23,DKI3,2246137,100
2018-09-23,DKI4,2916018,100
2018-09-23,DKI5,2559362,100
2018-09-24,DKI1,924686,101
2018-09-24,DKI2,1797292,101
2018-09-24,DKI3,2246137,101
2018-09-24,DKI4,2916018,101
2018-09-24,DKI5,2559362,101
2018-09-25,DKI1,924686,102
2018-09-25,DKI2,1797292,102
2018-09-25,DKI3,2246137,102
2018-09-25,DKI4,2916018,102
2018-09-25,DKI5,2559362,102
2018-09-26,DKI1,924686,103
2018-09-26,DKI2,1797292,103
2018-09-26,DKI3,2246137,103
2018-09-26,DKI4,2916018,103
2018-09-26,DKI5,2559362,103
2018-09-27,DKI1,924686,104
2018-09-27,DKI2,1797292,104
2018-09-27,DKI3,2246137,104
2018-09-27,DKI4,2916018,104
2018-09-27,DKI5,2559362,104
2018-09-28,DKI1,924686,105
2018-09-28,DKI2,1797292,105
2018-09-28,DKI3,2246137,105
2018-09-28,DKI4,2916018,105
2018-09-28,DKI5,2559362,105
2018-09-29,DKI1,924686,106
2018-09-29,DKI2,1797292,106
2018-09-29,DKI3,2246137,106
2018-09-29,DKI4,2916018,106
2018-09-29,DKI5,2559362,106
2018-09-30,DKI1,924686,107
2018-09-30,DKI2,1797292,107
2018-09-30,DKI3,2246137,107
2018-09-30,DKI4,2916018,107
2018-09-30,DKI5,2559362,107
2018-10-01,DKI1,924686,108
2018-10-01,DKI2,1797292,108
2018-10-01,DKI3,2246137,108
2018-10-01,DKI4,2916018,108
2018-10-01,DKI5,2559362,108
2018-10-02,DKI1,924686,109
2018-10-02,DKI2,1797292,109
2018-10-02,DKI3,2246137,109
2018-10-02,DKI4,2916018,109
2018-10-02,DKI5,2559362,109
2018-10-03,DKI1,924686,110
2018-10-03,DKI2,1797292,110
2018-10-03,DKI3,2246137,110
2018-10-03,DKI4,2916018,110
2018-10-03,DKI5,2559362,110
2018-10-04,DKI1,924686,111
2018-10-04,DKI2,1797292,111
2018-10-04,DKI3,2246137,111
2018-10-04,DKI4,2916018,111
2018-10-04,DKI5,2559362,111
2018-10-05,DKI1,924686,112
2018-10-05,DKI2,1797292,112
2018-10-05,DKI3,2246137,112
2018-10-05,DKI4,2916018,112
2018-10-05,DKI5,2559362,112
2018-10-06,DKI1,924686,113
2018-10-06,DKI2,1797292,113
2018-10-06,DKI3,2246137,113
2018-10-06,DKI4,2916018,113
2018-10-06,DKI5,2559362,113
2018-10-07,DKI1,924686,114
2018-10-07,DKI2,1797292,114
2018-10-07,DKI3,2246137,114
2018-10-07,DKI4,2916018,114
2018-10-07,DKI5,2559362,114
2018-10-08,DKI1,924686,115
2018-10-08,DKI2,1797292,115
2018-10-08,DKI3,2246137,115
2018-10-08,DKI4,2916018,115
2018-10-08,DKI5,2559362,115
2018-10-09,DKI1,924686,116
2018-10-09,DKI2,1797292,116
2018-10-09,DKI3,2246137,116
2018-10-09,DKI4,2916018,116
2018-10-09,DKI5,2559362,116
2018-10-10,DKI1,924686,117
2018-10-10,DKI2,1797292,117
2018-10-10,DKI3,2246137,117
2018-10-10,DKI4,2916018,117
2018-10-10,DKI5,2559362,117
2018-10-11,DKI1,924686,118
2018-10-11,DKI2,1797292,118
2018-10-11,DKI3,2246137,118
2018-10-11,DKI4,2916018,118
2018-10-11,DKI5,2559362,118
2018-10-12,DKI1,924686,119
2018-10-12,DKI2,1797292,119
2018-10-12,DKI3,2246137,119
2018-10-12,DKI4,2916018,119
2018-10-12,DKI5,2559362,119
2018-10-13,DKI1,924686,120
2018-10-13,DKI2,1797292,120
2018-10-13,DKI3,2246137,120
2018-10-13,DKI4,2916018,120
2018-10-13,DKI5,2559362,120
2018-10-14,DKI1,924686,121
2018-10-14,DKI2,1797292,121
2018-10-14,DKI3,2246137,121
2018-10-14,DKI4,2916018,121
2018-10-14,DKI5,2559362,121
2018-10-15,DKI1,924686,122
2018-10-15,DKI2,1797292,122
2018-10-15,DKI3,2246137,122
2018-10-15,DKI4,2916018,122
2018-10-15,DKI5,2559362,122
2018-10-16,DKI1,924686,123
2018-10-16,DKI2,1797292,123
2018-10-16,DKI3,2246137,123
2018-10-16,DKI4,2916018,123
2018-10-16,DKI5,2559362,123
2018-10-17,DKI1,924686,124
2018-10-17,DKI2,1797292,124
2018-10-17,DKI3,2246137,124
2018-10-17,DKI4,2916018,124
2018-10-17,DKI5,2559362,124
2018-10-18,DKI1,924686,125
2018-10-18,DKI2,1797292,125
2018-10-18,DKI3,2246137,125
2018-10-18,DKI4,2916018,125
2018-10-18,DKI5,2559362,125
2018-10-19,DKI1,924686,126
2018-10-19,DKI2,1797292,126
2018-10-19,DKI3,2246137,126
2018-10-19,DKI4,2916018,126
2018-10-19,DKI5,2559362,126
2018-10-20,DKI1,924686,127
2018-10-20,DKI2,1797292,127
2018-10-20,DKI3,2246137,127
2018-10-20,DKI4,2916018,127
2018-10-20,DKI5,2559362,127
2018-10-21,DKI1,924686,128
2018-10-21,DKI2,1797292,128
2018-10-21,DKI3,2246137,128
2018-10-21,DKI4,2916018,128
2018-10-21,DKI5,2559362,128
2018-10-22,DKI1,924686,129
2018-10-22,DKI2,1797292,129
2018-10-22,DKI3,2246137,129
2018-10-22,DKI4,2916018,129
