ID,periode_data,tanggal,stasiun,pm_sepuluh,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,max,parameter_pencemar_kritis,kategori
2017-02-04_DKI1,201702,2017-02-04,DKI1,30,13,17,35,2,35,O3,BAIK
2017-02-05_DKI1,201702,2017-02-05,DKI1,22,13,15,37,2,37,O3,BAIK
2017-02-05_DKI2,201702,2017-02-05,DKI2,21,18,5,37,5,37,O3,BAIK
2017-02-05_DKI5,201702,2017-02-05,DKI5,6,13,26,21,3,26,CO,BAIK
2017-02-05_DKI4,201702,2017-02-05,DKI4,23,28,26,18,2,28,SO2,BAIK
2017-02-06_DKI2,201702,2017-02-06,DKI2,22,18,6,34,7,34,O3,BAIK
2017-02-06_DKI5,201702,2017-02-06,DKI5,3,13,26,16,2,26,CO,BAIK
2017-02-06_DKI1,201702,2017-02-06,DKI1,25,13,16,26,1,26,O3,BAIK
2017-02-06_DKI4,201702,2017-02-06,DKI4,17,28,16,18,2,28,SO2,BAIK
2017-02-07_DKI5,201702,2017-02-07,DKI5,7,15,34,22,8,34,CO,BAIK
2017-02-07_DKI1,201702,2017-02-07,DKI1,39,6,20,22,2,39,PM10,BAIK
2017-02-07_DKI4,201702,2017-02-07,DKI4,31,28,8,30,4,31,PM10,BAIK
2017-02-07_DKI2,201702,2017-02-07,DKI2,25,19,6,33,8,33,O3,BAIK
2017-02-08_DKI5,201702,2017-02-08,DKI5,6,16,30,26,6,30,CO,BAIK
2017-02-08_DKI1,201702,2017-02-08,DKI1,28,6,19,23,3,28,PM10,BAIK
2017-02-08_DKI2,201702,2017-02-08,DKI2,25,19,19,28,12,28,O3,BAIK
2017-02-08_DKI3,201702,2017-02-08,DKI3,26,31,4,33,12,33,O3,BAIK
2017-02-08_DKI4,201702,2017-02-08,DKI4,25,29,4,26,5,29,SO2,BAIK
2017-02-09_DKI2,201702,2017-02-09,DKI2,35,18,11,41,14,41,O3,BAIK
2017-02-09_DKI1,201702,2017-02-09,DKI1,41,6,20,22,2,41,PM10,BAIK
2017-02-09_DKI4,201702,2017-02-09,DKI4,31,29,8,15,3,31,PM10,BAIK
2017-02-09_DKI3,201702,2017-02-09,DKI3,23,31,6,28,3,31,SO2,BAIK
2017-02-09_DKI5,201702,2017-02-09,DKI5,7,15,32,17,7,32,CO,BAIK
2017-02-10_DKI5,201702,2017-02-10,DKI5,4,17,31,24,7,31,CO,BAIK
2017-02-10_DKI1,201702,2017-02-10,DKI1,30,4,23,32,3,32,O3,BAIK
2017-02-10_DKI3,201702,2017-02-10,DKI3,16,31,5,40,3,40,O3,BAIK
2017-02-10_DKI4,201702,2017-02-10,DKI4,22,28,9,27,3,28,SO2,BAIK
2017-02-10_DKI2,201702,2017-02-10,DKI2,28,17,11,44,12,44,O3,BAIK
2017-02-11_DKI4,201702,2017-02-11,DKI4,32,29,13,25,5,32,PM10,BAIK
2017-02-11_DKI3,201702,2017-02-11,DKI3,27,31,8,45,4,45,O3,BAIK
2017-02-11_DKI2,201702,2017-02-11,DKI2,30,18,14,43,11,43,O3,BAIK
2017-02-11_DKI5,201702,2017-02-11,DKI5,6,14,36,27,10,36,CO,BAIK
2017-02-11_DKI1,201702,2017-02-11,DKI1,32,6,23,42,4,42,O3,BAIK
2017-02-12_DKI5,201702,2017-02-12,DKI5,5,12,34,28,11,34,CO,BAIK
2017-02-12_DKI1,201702,2017-02-12,DKI1,35,3,18,40,3,40,O3,BAIK
2017-02-12_DKI2,201702,2017-02-12,DKI2,25,16,5,44,12,44,O3,BAIK
2017-02-12_DKI3,201702,2017-02-12,DKI3,34,30,13,43,7,43,O3,BAIK
2017-02-12_DKI4,201702,2017-02-12,DKI4,37,28,13,27,6,37,PM10,BAIK
2017-02-13_DKI5,201702,2017-02-13,DKI5,6,13,36,35,13,36,CO,BAIK
2017-02-13_DKI4,201702,2017-02-13,DKI4,43,29,12,41,6,43,PM10,BAIK
2017-02-13_DKI1,201702,2017-02-13,DKI1,43,4,21,42,3,43,PM10,BAIK
2017-02-13_DKI2,201702,2017-02-13,DKI2,33,18,11,53,12,53,O3,SEDANG
2017-02-13_DKI3,201702,2017-02-13,DKI3,37,31,10,56,7,56,O3,SEDANG
2017-02-14_DKI1,201702,2017-02-14,DKI1,34,5,32,41,4,41,O3,BAIK
2017-02-14_DKI2,201702,2017-02-14,DKI2,37,18,17,47,14,47,O3,BAIK
2017-02-14_DKI5,201702,2017-02-14,DKI5,6,16,47,43,16,47,CO,BAIK
2017-02-14_DKI4,201702,2017-02-14,DKI4,39,29,17,43,5,43,O3,BAIK
2017-02-14_DKI3,201702,2017-02-14,DKI3,34,32,19,58,8,58,O3,SEDANG
2017-02-15_DKI3,201702,2017-02-15,DKI3,23,32,5,51,6,51,O3,SEDANG
2017-02-15_DKI1,201702,2017-02-15,DKI1,27,6,22,40,4,40,O3,BAIK
2017-02-15_DKI5,201702,2017-02-15,DKI5,7,18,36,54,10,54,O3,SEDANG
2017-02-15_DKI4,201702,2017-02-15,DKI4,29,29,4,50,6,50,O3,BAIK
2017-02-15_DKI2,201702,2017-02-15,DKI2,21,18,10,46,12,46,O3,BAIK
2017-02-16_DKI3,201702,2017-02-16,DKI3,25,31,7,55,6,55,O3,SEDANG
2017-02-16_DKI4,201702,2017-02-16,DKI4,27,29,7,41,6,41,O3,BAIK
2017-02-16_DKI1,201702,2017-02-16,DKI1,36,7,19,38,3,38,O3,BAIK
2017-02-16_DKI2,201702,2017-02-16,DKI2,22,18,11,46,11,46,O3,BAIK
2017-02-16_DKI5,201702,2017-02-16,DKI5,4,16,29,32,8,32,O3,BAIK
2017-02-17_DKI1,201702,2017-02-17,DKI1,52,4,30,33,4,52,PM10,SEDANG
2017-02-17_DKI2,201702,2017-02-17,DKI2,29,21,18,50,15,50,O3,BAIK
2017-02-17_DKI4,201702,2017-02-17,DKI4,61,29,22,37,7,61,PM10,SEDANG
2017-02-17_DKI5,201702,2017-02-17,DKI5,5,14,48,32,14,48,CO,BAIK
2017-02-18_DKI1,201702,2017-02-18,DKI1,68,7,25,30,4,68,PM10,SEDANG
2017-02-18_DKI5,201702,2017-02-18,DKI5,7,15,45,28,13,45,CO,BAIK
2017-02-18_DKI4,201702,2017-02-18,DKI4,62,29,15,33,7,62,PM10,SEDANG
2017-02-18_DKI2,201702,2017-02-18,DKI2,51,20,14,36,13,51,PM10,SEDANG
2017-02-19_DKI5,201702,2017-02-19,DKI5,51,13,80,24,10,80,CO,SEDANG
2017-02-19_DKI4,201702,2017-02-19,DKI4,78,29,26,27,4,78,PM10,SEDANG
2017-02-19_DKI2,201702,2017-02-19,DKI2,54,19,25,36,11,54,PM10,SEDANG
2017-02-19_DKI3,201702,2017-02-19,DKI3,71,31,23,47,10,71,PM10,SEDANG
2017-02-19_DKI1,201702,2017-02-19,DKI1,57,4,34,25,2,57,PM10,SEDANG
2017-02-20_DKI2,201702,2017-02-20,DKI2,35,17,16,31,11,35,PM10,BAIK
2017-02-20_DKI1,201702,2017-02-20,DKI1,40,3,31,24,3,40,PM10,BAIK
2017-02-20_DKI3,201702,2017-02-20,DKI3,60,31,20,36,8,60,PM10,SEDANG
2017-02-20_DKI4,201702,2017-02-20,DKI4,59,29,31,17,5,59,PM10,SEDANG
2017-02-20_DKI5,201702,2017-02-20,DKI5,6,14,52,20,10,52,CO,SEDANG
2017-02-21_DKI4,201702,2017-02-21,DKI4,51,29,24,38,6,51,PM10,SEDANG
2017-02-21_DKI1,201702,2017-02-21,DKI1,51,3,34,46,4,51,PM10,SEDANG
2017-02-21_DKI2,201702,2017-02-21,DKI2,57,25,31,65,17,65,O3,SEDANG
2017-02-21_DKI3,201702,2017-02-21,DKI3,45,31,34,45,10,45,PM10,BAIK
2017-02-21_DKI5,201702,2017-02-21,DKI5,8,15,70,46,20,70,CO,SEDANG
2017-02-22_DKI4,201702,2017-02-22,DKI4,53,30,26,101,7,101,O3,TIDAK SEHAT
2017-02-22_DKI1,201702,2017-02-22,DKI1,58,15,25,78,5,78,O3,SEDANG
2017-02-22_DKI3,201702,2017-02-22,DKI3,56,34,20,76,8,76,O3,SEDANG
2017-02-22_DKI2,201702,2017-02-22,DKI2,47,27,13,130,21,130,O3,TIDAK SEHAT
2017-02-22_DKI5,201702,2017-02-22,DKI5,7,25,40,56,15,56,O3,SEDANG
2017-02-23_DKI1,201702,2017-02-23,DKI1,52,7,27,71,7,71,O3,SEDANG
2017-02-23_DKI3,201702,2017-02-23,DKI3,43,32,13,112,9,112,O3,TIDAK SEHAT
2017-02-23_DKI5,201702,2017-02-23,DKI5,8,15,41,113,16,113,O3,TIDAK SEHAT
2017-02-23_DKI2,201702,2017-02-23,DKI2,53,26,22,96,16,96,O3,SEDANG
2017-02-23_DKI4,201702,2017-02-23,DKI4,54,29,18,114,8,114,O3,TIDAK SEHAT
2017-02-24_DKI1,201702,2017-02-24,DKI1,62,7,30,67,5,67,O3,SEDANG
2017-02-24_DKI2,201702,2017-02-24,DKI2,74,40,22,70,21,74,PM10,SEDANG
2017-02-24_DKI3,201702,2017-02-24,DKI3,41,31,15,106,7,106,O3,TIDAK SEHAT
2017-02-24_DKI5,201702,2017-02-24,DKI5,7,14,50,86,15,86,O3,SEDANG
2017-02-24_DKI4,201702,2017-02-24,DKI4,62,29,22,63,12,63,O3,SEDANG
2017-02-25_DKI4,201702,2017-02-25,DKI4,51,29,13,69,7,69,O3,SEDANG
2017-02-25_DKI5,201702,2017-02-25,DKI5,8,14,43,66,10,66,O3,SEDANG
2017-02-25_DKI3,201702,2017-02-25,DKI3,48,31,9,69,5,69,O3,SEDANG
2017-02-25_DKI1,201702,2017-02-25,DKI1,50,6,24,68,3,68,O3,SEDANG
2017-02-25_DKI2,201702,2017-02-25,DKI2,39,19,15,90,26,90,O3,SEDANG
2017-02-26_DKI4,201702,2017-02-26,DKI4,49,30,12,58,7,58,O3,SEDANG
2017-02-26_DKI3,201702,2017-02-26,DKI3,39,31,14,123,11,123,O3,TIDAK SEHAT
2017-02-26_DKI5,201702,2017-02-26,DKI5,6,20,44,53,14,53,O3,SEDANG
2017-02-26_DKI1,201702,2017-02-26,DKI1,44,8,25,60,4,60,O3,SEDANG
2017-02-26_DKI2,201702,2017-02-26,DKI2,59,27,15,67,13,67,O3,SEDANG
2017-02-27_DKI5,201702,2017-02-27,DKI5,6,13,39,56,8,56,O3,SEDANG
2017-02-27_DKI2,201702,2017-02-27,DKI2,29,21,12,50,13,50,O3,BAIK
2017-02-27_DKI3,201702,2017-02-27,DKI3,32,31,9,81,4,81,O3,SEDANG
2017-02-27_DKI4,201702,2017-02-27,DKI4,36,30,12,69,10,69,O3,SEDANG
2017-02-27_DKI1,201702,2017-02-27,DKI1,30,6,23,44,4,44,O3,BAIK
2017-02-28_DKI2,201702,2017-02-28,DKI2,46,21,22,48,15,48,O3,BAIK
2017-02-28_DKI4,201702,2017-02-28,DKI4,64,30,16,98,11,98,O3,SEDANG
2017-02-28_DKI5,201702,2017-02-28,DKI5,7,14,46,52,16,52,O3,SEDANG
2017-02-28_DKI1,201702,2017-02-28,DKI1,58,6,26,54,4,58,PM10,SEDANG
2017-02-28_DKI3,201702,2017-02-28,DKI3,55,31,22,98,11,98,O3,SEDANG
2017-03-01_DKI3,201703,2017-03-01,DKI3,58,32,16,83,8,83,O3,SEDANG
2017-03-01_DKI2,201703,2017-03-01,DKI2,52,18,17,67,18,67,O3,SEDANG
2017-03-01_DKI1,201703,2017-03-01,DKI1,51,8,26,46,5,51,PM10,SEDANG
2017-03-01_DKI4,201703,2017-03-01,DKI4,54,30,14,58,11,58,O3,SEDANG
2017-03-01_DKI5,201703,2017-03-01,DKI5,6,17,41,39,13,41,CO,BAIK
2017-03-02_DKI2,201703,2017-03-02,DKI2,55,20,22,39,18,55,PM10,SEDANG
2017-03-02_DKI3,201703,2017-03-02,DKI3,49,35,24,75,6,75,O3,SEDANG
2017-03-02_DKI1,201703,2017-03-02,DKI1,56,8,28,56,4,56,PM10,SEDANG
2017-03-02_DKI4,201703,2017-03-02,DKI4,64,31,19,71,7,71,O3,SEDANG
2017-03-02_DKI5,201703,2017-03-02,DKI5,9,21,44,57,11,57,O3,SEDANG
2017-03-03_DKI3,201703,2017-03-03,DKI3,51,31,20,66,8,66,O3,SEDANG
2017-03-03_DKI2,201703,2017-03-03,DKI2,47,17,20,66,19,47,PM10,BAIK
2017-03-03_DKI4,201703,2017-03-03,DKI4,60,30,15,49,9,60,PM10,SEDANG
2017-03-03_DKI5,201703,2017-03-03,DKI5,6,16,54,49,15,54,CO,SEDANG
2017-03-03_DKI1,201703,2017-03-03,DKI1,49,5,33,53,4,53,O3,SEDANG
2017-03-04_DKI4,201703,2017-03-04,DKI4,43,30,13,79,6,79,O3,SEDANG
2017-03-04_DKI1,201703,2017-03-04,DKI1,37,9,25,75,5,75,O3,SEDANG
2017-03-04_DKI2,201703,2017-03-04,DKI2,30,17,13,75,9,30,PM10,BAIK
2017-03-04_DKI5,201703,2017-03-04,DKI5,5,19,43,88,12,88,O3,SEDANG
2017-03-04_DKI3,201703,2017-03-04,DKI3,34,31,17,112,6,112,O3,TIDAK SEHAT
2017-03-05_DKI2,201703,2017-03-05,DKI2,47,18,19,112,16,47,PM10,BAIK
2017-03-05_DKI1,201703,2017-03-05,DKI1,51,7,24,53,4,53,O3,SEDANG
2017-03-05_DKI4,201703,2017-03-05,DKI4,60,31,20,60,12,60,PM10,SEDANG
2017-03-05_DKI3,201703,2017-03-05,DKI3,48,32,16,107,9,107,O3,TIDAK SEHAT
2017-03-05_DKI5,201703,2017-03-05,DKI5,6,16,41,56,10,56,O3,SEDANG
2017-03-06_DKI3,201703,2017-03-06,DKI3,47,32,10,63,5,63,O3,SEDANG
2017-03-06_DKI5,201703,2017-03-06,DKI5,5,18,38,47,11,47,O3,BAIK
2017-03-06_DKI1,201703,2017-03-06,DKI1,42,8,19,44,3,44,O3,BAIK
2017-03-06_DKI2,201703,2017-03-06,DKI2,30,15,10,60,12,60,O3,SEDANG
2017-03-06_DKI4,201703,2017-03-06,DKI4,52,30,8,58,7,58,O3,SEDANG
2017-03-07_DKI3,201703,2017-03-07,DKI3,49,32,16,69,10,69,O3,SEDANG
2017-03-07_DKI2,201703,2017-03-07,DKI2,31,18,9,55,12,55,O3,SEDANG
2017-03-07_DKI1,201703,2017-03-07,DKI1,41,10,22,42,4,42,O3,BAIK
2017-03-07_DKI5,201703,2017-03-07,DKI5,4,18,37,44,15,44,O3,BAIK
2017-03-07_DKI4,201703,2017-03-07,DKI4,52,30,11,53,9,53,O3,SEDANG
2017-03-08_DKI3,201703,2017-03-08,DKI3,30,32,12,58,7,58,O3,SEDANG
2017-03-08_DKI1,201703,2017-03-08,DKI1,25,7,22,84,4,84,O3,SEDANG
2017-03-08_DKI2,201703,2017-03-08,DKI2,30,18,16,67,26,67,O3,SEDANG
2017-03-08_DKI5,201703,2017-03-08,DKI5,5,15,40,71,16,71,O3,SEDANG
2017-03-08_DKI4,201703,2017-03-08,DKI4,40,31,11,82,11,82,O3,SEDANG
2017-03-09_DKI3,201703,2017-03-09,DKI3,44,33,11,95,12,95,O3,SEDANG
2017-03-09_DKI2,201703,2017-03-09,DKI2,51,24,12,119,16,119,O3,TIDAK SEHAT
2017-03-09_DKI1,201703,2017-03-09,DKI1,53,12,22,101,6,101,O3,TIDAK SEHAT
2017-03-09_DKI5,201703,2017-03-09,DKI5,5,16,34,87,10,87,O3,SEDANG
2017-03-09_DKI4,201703,2017-03-09,DKI4,53,31,8,110,24,110,O3,TIDAK SEHAT
2017-03-10_DKI2,201703,2017-03-10,DKI2,77,52,20,41,17,77,PM10,SEDANG
2017-03-10_DKI3,201703,2017-03-10,DKI3,68,32,21,81,11,81,O3,SEDANG
2017-03-10_DKI4,201703,2017-03-10,DKI4,77,31,21,65,18,77,PM10,SEDANG
2017-03-10_DKI5,201703,2017-03-10,DKI5,6,17,51,58,22,58,O3,SEDANG
2017-03-10_DKI1,201703,2017-03-10,DKI1,62,8,28,43,5,62,PM10,SEDANG
2017-03-11_DKI1,201703,2017-03-11,DKI1,56,9,27,63,4,63,O3,SEDANG
2017-03-11_DKI5,201703,2017-03-11,DKI5,7,17,45,74,18,74,O3,SEDANG
2017-03-11_DKI2,201703,2017-03-11,DKI2,66,32,15,60,17,66,PM10,SEDANG
2017-03-11_DKI3,201703,2017-03-11,DKI3,61,32,19,120,10,120,O3,TIDAK SEHAT
2017-03-11_DKI4,201703,2017-03-11,DKI4,60,31,8,73,12,73,O3,SEDANG
2017-03-12_DKI5,201703,2017-03-12,DKI5,6,15,48,52,15,52,O3,SEDANG
2017-03-12_DKI2,201703,2017-03-12,DKI2,53,19,19,54,17,54,O3,SEDANG
2017-03-12_DKI1,201703,2017-03-12,DKI1,57,6,29,53,4,57,PM10,SEDANG
2017-03-12_DKI3,201703,2017-03-12,DKI3,61,32,21,84,9,84,O3,SEDANG
2017-03-12_DKI4,201703,2017-03-12,DKI4,75,32,23,57,11,75,PM10,SEDANG
2017-03-13_DKI4,201703,2017-03-13,DKI4,72,32,14,41,13,72,PM10,SEDANG
2017-03-13_DKI1,201703,2017-03-13,DKI1,53,9,24,60,5,60,O3,SEDANG
2017-03-13_DKI5,201703,2017-03-13,DKI5,5,14,35,53,10,53,O3,SEDANG
2017-03-13_DKI2,201703,2017-03-13,DKI2,51,18,15,81,24,81,O3,SEDANG
2017-03-13_DKI3,201703,2017-03-13,DKI3,65,32,19,71,12,71,O3,SEDANG
2017-03-14_DKI5,201703,2017-03-14,DKI5,52,28,33,46,9,52,PM10,SEDANG
2017-03-14_DKI1,201703,2017-03-14,DKI1,62,14,24,48,4,62,PM10,SEDANG
2017-03-14_DKI2,201703,2017-03-14,DKI2,66,25,13,74,25,74,O3,SEDANG
2017-03-14_DKI4,201703,2017-03-14,DKI4,71,32,8,36,9,71,PM10,SEDANG
2017-03-14_DKI3,201703,2017-03-14,DKI3,62,34,11,46,5,62,PM10,SEDANG
2017-03-15_DKI5,201703,2017-03-15,DKI5,36,15,34,24,6,36,PM10,BAIK
2017-03-15_DKI2,201703,2017-03-15,DKI2,41,17,11,30,17,41,PM10,BAIK
2017-03-15_DKI3,201703,2017-03-15,DKI3,61,33,8,40,5,61,PM10,SEDANG
2017-03-15_DKI4,201703,2017-03-15,DKI4,47,32,4,27,6,47,PM10,BAIK
2017-03-15_DKI1,201703,2017-03-15,DKI1,36,8,20,31,3,36,PM10,BAIK
2017-03-16_DKI2,201703,2017-03-16,DKI2,45,20,10,136,12,136,O3,TIDAK SEHAT
2017-03-16_DKI1,201703,2017-03-16,DKI1,35,9,20,125,5,125,O3,TIDAK SEHAT
2017-03-16_DKI3,201703,2017-03-16,DKI3,49,34,8,76,4,76,O3,SEDANG
2017-03-16_DKI4,201703,2017-03-16,DKI4,51,32,9,64,9,64,O3,SEDANG
2017-03-16_DKI5,201703,2017-03-16,DKI5,30,16,31,88,8,88,O3,SEDANG
2017-03-17_DKI5,201703,2017-03-17,DKI5,61,18,40,99,13,99,O3,SEDANG
2017-03-17_DKI4,201703,2017-03-17,DKI4,94,32,21,62,23,94,PM10,SEDANG
2017-03-17_DKI1,201703,2017-03-17,DKI1,63,10,25,80,5,80,O3,SEDANG
2017-03-17_DKI3,201703,2017-03-17,DKI3,69,34,11,76,11,76,O3,SEDANG
2017-03-17_DKI2,201703,2017-03-17,DKI2,80,38,23,83,24,83,O3,SEDANG
2017-03-18_DKI3,201703,2017-03-18,DKI3,51,32,9,58,6,58,O3,SEDANG
2017-03-18_DKI1,201703,2017-03-18,DKI1,55,7,33,52,6,55,PM10,SEDANG
2017-03-18_DKI2,201703,2017-03-18,DKI2,50,20,20,64,23,64,O3,SEDANG
2017-03-18_DKI4,201703,2017-03-18,DKI4,52,31,12,41,8,52,PM10,SEDANG
2017-03-18_DKI5,201703,2017-03-18,DKI5,48,14,51,37,22,51,CO,SEDANG
2017-03-19_DKI1,201703,2017-03-19,DKI1,51,13,27,50,2,51,PM10,SEDANG
2017-03-19_DKI2,201703,2017-03-19,DKI2,47,23,16,84,20,84,O3,SEDANG
2017-03-19_DKI5,201703,2017-03-19,DKI5,48,17,46,42,10,48,PM10,BAIK
2017-03-19_DKI4,201703,2017-03-19,DKI4,49,32,21,38,5,49,PM10,BAIK
2017-03-20_DKI2,201703,2017-03-20,DKI2,32,15,11,48,7,48,O3,BAIK
2017-03-20_DKI5,201703,2017-03-20,DKI5,34,14,11,23,7,34,PM10,BAIK
2017-03-20_DKI1,201703,2017-03-20,DKI1,35,7,17,26,2,35,PM10,BAIK
2017-03-20_DKI4,201703,2017-03-20,DKI4,28,31,7,23,4,31,SO2,BAIK
2017-03-21_DKI2,201703,2017-03-21,DKI2,41,17,17,22,12,41,PM10,BAIK
2017-03-21_DKI1,201703,2017-03-21,DKI1,51,13,23,32,3,51,PM10,SEDANG
2017-03-21_DKI4,201703,2017-03-21,DKI4,46,31,19,40,8,46,PM10,BAIK
2017-03-21_DKI5,201703,2017-03-21,DKI5,44,20,19,22,8,44,PM10,BAIK
2017-03-22_DKI1,201703,2017-03-22,DKI1,34,8,24,47,6,47,O3,BAIK
2017-03-22_DKI2,201703,2017-03-22,DKI2,41,21,13,37,14,41,PM10,BAIK
2017-03-22_DKI4,201703,2017-03-22,DKI4,41,32,9,44,7,44,O3,BAIK
2017-03-22_DKI3,201703,2017-03-22,DKI3,47,40,11,53,9,53,O3,SEDANG
2017-03-22_DKI5,201703,2017-03-22,DKI5,27,15,40,33,23,40,CO,BAIK
2017-03-23_DKI4,201703,2017-03-23,DKI4,56,31,21,34,11,56,PM10,SEDANG
2017-03-23_DKI5,201703,2017-03-23,DKI5,25,13,46,33,24,46,CO,BAIK
2017-03-23_DKI3,201703,2017-03-23,DKI3,53,42,24,65,11,65,O3,SEDANG
2017-03-23_DKI1,201703,2017-03-23,DKI1,46,6,33,34,7,46,PM10,BAIK
2017-03-23_DKI2,201703,2017-03-23,DKI2,48,28,16,29,19,48,PM10,BAIK
2017-03-24_DKI3,201703,2017-03-24,DKI3,66,50,44,125,8,125,O3,TIDAK SEHAT
2017-03-24_DKI5,201703,2017-03-24,DKI5,74,18,93,89,15,93,CO,SEDANG
2017-03-24_DKI1,201703,2017-03-24,DKI1,77,11,50,97,7,97,O3,SEDANG
2017-03-24_DKI2,201703,2017-03-24,DKI2,74,19,54,123,19,123,O3,TIDAK SEHAT
2017-03-24_DKI4,201703,2017-03-24,DKI4,88,32,59,89,15,89,O3,SEDANG
2017-03-25_DKI4,201703,2017-03-25,DKI4,66,32,13,49,9,66,PM10,SEDANG
2017-03-25_DKI3,201703,2017-03-25,DKI3,58,43,15,73,7,73,O3,SEDANG
2017-03-25_DKI2,201703,2017-03-25,DKI2,52,18,16,56,13,56,O3,SEDANG
2017-03-25_DKI5,201703,2017-03-25,DKI5,56,16,39,43,15,56,PM10,SEDANG
2017-03-25_DKI1,201703,2017-03-25,DKI1,52,10,20,41,4,52,PM10,SEDANG
2017-03-26_DKI3,201703,2017-03-26,DKI3,63,54,32,35,7,63,PM10,SEDANG
2017-03-26_DKI5,201703,2017-03-26,DKI5,62,16,61,41,11,62,PM10,SEDANG
2017-03-26_DKI4,201703,2017-03-26,DKI4,66,32,39,47,6,66,PM10,SEDANG
2017-03-26_DKI2,201703,2017-03-26,DKI2,46,14,17,46,10,46,PM10,BAIK
2017-03-26_DKI1,201703,2017-03-26,DKI1,57,9,30,54,3,57,PM10,SEDANG
2017-03-27_DKI5,201703,2017-03-27,DKI5,42,17,39,50,15,50,O3,BAIK
2017-03-27_DKI1,201703,2017-03-27,DKI1,42,8,23,80,5,80,O3,SEDANG
2017-03-27_DKI4,201703,2017-03-27,DKI4,52,32,19,78,20,78,O3,SEDANG
2017-03-27_DKI3,201703,2017-03-27,DKI3,50,47,13,83,9,83,O3,SEDANG
2017-03-27_DKI2,201703,2017-03-27,DKI2,49,25,13,37,20,49,PM10,BAIK
2017-03-28_DKI4,201703,2017-03-28,DKI4,72,32,20,58,6,72,PM10,SEDANG
2017-03-28_DKI3,201703,2017-03-28,DKI3,53,47,25,47,7,53,PM10,SEDANG
2017-03-28_DKI2,201703,2017-03-28,DKI2,68,23,18,85,16,85,O3,SEDANG
2017-03-28_DKI1,201703,2017-03-28,DKI1,64,12,35,71,3,71,O3,SEDANG
2017-03-28_DKI5,201703,2017-03-28,DKI5,61,17,68,50,11,68,CO,SEDANG
2017-03-29_DKI2,201703,2017-03-29,DKI2,54,23,21,77,11,77,O3,SEDANG
2017-03-29_DKI3,201703,2017-03-29,DKI3,54,50,17,42,6,54,PM10,SEDANG
2017-03-29_DKI4,201703,2017-03-29,DKI4,57,32,18,52,9,57,PM10,SEDANG
2017-03-29_DKI1,201703,2017-03-29,DKI1,51,8,27,62,4,62,O3,SEDANG
2017-03-29_DKI5,201703,2017-03-29,DKI5,49,15,53,46,9,53,CO,SEDANG
2017-03-30_DKI5,201703,2017-03-30,DKI5,30,15,32,19,7,32,CO,BAIK
2017-03-30_DKI4,201703,2017-03-30,DKI4,45,32,14,48,6,48,O3,BAIK
2017-03-30_DKI2,201703,2017-03-30,DKI2,38,16,12,47,17,47,O3,BAIK
2017-03-30_DKI1,201703,2017-03-30,DKI1,32,9,20,26,3,32,PM10,BAIK
2017-03-30_DKI3,201703,2017-03-30,DKI3,37,45,11,47,3,47,O3,BAIK
2017-03-31_DKI5,201703,2017-03-31,DKI5,18,16,26,17,5,26,CO,BAIK
2017-03-31_DKI4,201703,2017-03-31,DKI4,27,33,5,17,5,33,SO2,BAIK
2017-03-31_DKI2,201703,2017-03-31,DKI2,24,16,8,26,8,26,O3,BAIK
2017-03-31_DKI3,201703,2017-03-31,DKI3,31,38,4,34,2,38,SO2,BAIK
2017-04-01_DKI2,201704,2017-04-01,DKI2,39,17,12,110,10,110,O3,TIDAK SEHAT
2017-04-01_DKI4,201704,2017-04-01,DKI4,48,32,11,78,6,78,O3,SEDANG
2017-04-01_DKI1,201704,2017-04-01,DKI1,41,6,19,78,3,41,PM10,BAIK
2017-04-01_DKI5,201704,2017-04-01,DKI5,33,16,28,70,9,70,O3,SEDANG
2017-04-01_DKI3,201704,2017-04-01,DKI3,44,43,9,59,4,59,O3,SEDANG
2017-04-02_DKI2,201704,2017-04-02,DKI2,51,19,20,96,15,96,O3,SEDANG
2017-04-02_DKI5,201704,2017-04-02,DKI5,42,14,45,63,16,63,O3,SEDANG
2017-04-02_DKI4,201704,2017-04-02,DKI4,50,32,17,88,10,88,O3,SEDANG
2017-04-02_DKI1,201704,2017-04-02,DKI1,47,32,23,88,4,47,PM10,BAIK
2017-04-02_DKI3,201704,2017-04-02,DKI3,34,39,12,67,7,67,O3,SEDANG
2017-04-03_DKI1,201704,2017-04-03,DKI1,30,13,24,67,3,30,PM10,BAIK
2017-04-03_DKI3,201704,2017-04-03,DKI3,37,41,15,45,7,45,O3,BAIK
2017-04-03_DKI4,201704,2017-04-03,DKI4,33,32,13,61,8,61,O3,SEDANG
2017-04-03_DKI2,201704,2017-04-03,DKI2,33,16,14,59,24,59,O3,SEDANG
2017-04-03_DKI5,201704,2017-04-03,DKI5,24,15,37,53,10,53,O3,SEDANG
2017-04-04_DKI2,201704,2017-04-04,DKI2,40,17,24,150,19,150,O3,TIDAK SEHAT
2017-04-04_DKI4,201704,2017-04-04,DKI4,47,32,19,93,9,93,O3,SEDANG
2017-04-04_DKI5,201704,2017-04-04,DKI5,30,14,41,62,12,62,O3,SEDANG
2017-04-04_DKI1,201704,2017-04-04,DKI1,37,12,24,8,3,37,PM10,BAIK
2017-04-05_DKI2,201704,2017-04-05,DKI2,36,15,18,51,15,51,O3,SEDANG
2017-04-05_DKI5,201704,2017-04-05,DKI5,32,14,38,38,12,38,CO,BAIK
