periode_data;tahun;periode;bulan_sampling;titik_sampel;sungai;alamat;lintang;bujur;jenis_parameter;parameter;satuan;baku_mutu;hasil_pengukuran
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;MBAS;MG L;0,2;-
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;FENOL;MG L;0,005;0,0015
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;5000000
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;3500000
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;FISIKA;WARNA;PT-CO UNIT;50;82
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;SULFAT;MG L;300;15,69
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;KLORIDA;MG L;300;11,76
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;AMONIAK;MG L;0,2;2,73
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;TOTAL N;MG L;15;-
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;NI;MG L;0,05;0,039
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;KIMIA;SIANIDA;MG L;0,02;0,015
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;NILAI IP;-;-;-;13,33
2022;2022;2;202206;MKV-2;MOOKERVART;JEMBATAN BAKRIE;-6,159861;106,694972;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;193,1
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;16
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;PH;-;06-Sep;7,185
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;BOD;MG L;3;10,12
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;COD DICHROMAT;MG L;25;34,5
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;DO;MG L;4;0,8
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;NITRAT NO3;MG L;10;0,14
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;NITRIT;MG L;0,06;0,01
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;F;MG L;1,5;0,2
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;H2S;MG L;0,002;0,0009
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;KLORIN BEBAS;MG L;0,03;0,45
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;HG;MG L;0,002;0,000049
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;SENG ZN;MG L;0,05;0,011
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;SENG ZN;MG L;0,05;0,0069
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;MINYAK DAN LEMAK;MG L;1;1,13
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;MBAS;MG L;0,2;-
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;FENOL;MG L;0,005;0,0043
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;9000000
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;5000000
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;FISIKA;WARNA;PT-CO UNIT;50;74
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;SULFAT;MG L;300;12,99
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;KLORIDA;MG L;300;43,09
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;AMONIAK;MG L;0,2;8,4
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;TOTAL N;MG L;15;-
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;NI;MG L;0,05;0,039
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;KIMIA;SIANIDA;MG L;0,02;0,026
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;NILAI IP;-;-;-;13,93
2022;2022;2;202206;GRL-5;GROGOL;RS JIWA GROGOL JELAMBAR;-6,161784;106,79018;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;543
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;38
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;PH;-;06-Sep;7,56
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;BOD;MG L;3;34,6
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;COD DICHROMAT;MG L;25;82
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;DO;MG L;4;0,4
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;NITRAT NO3;MG L;10;0,06
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;NITRIT;MG L;0,06;0,02
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;F;MG L;1,5;0,22
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;H2S;MG L;0,002;0,167
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;KLORIN BEBAS;MG L;0,03;0,04
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;HG;MG L;0,002;0,000049
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;SENG ZN;MG L;0,05;0,381
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;MBAS;MG L;0,2;-
2022;2022;2;202206;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;FENOL;MG L;0,005;0,0032
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;KIMIA;MBAS;MG L;0,2;0,11
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;KIMIA;FENOL;MG L;0,005;0,0112
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;22000000
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;14000000
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;NILAI IP;-;-;-;15,55
2022;2022;3;202208;SKR-4;SEKERTARIS;JL. RAYA PESING KALI ANGKE;-6,161889;106,766556;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;297
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;35
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;PH;-;06-Sep;7,455
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;BOD;MG L;3;16,09
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;COD DICHROMAT;MG L;25;72
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;DO;MG L;4;2,95
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;NITRAT NO3;MG L;10;0,039
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;NITRIT;MG L;0,06;0,04
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;F;MG L;1,5;0,33
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;H2S;MG L;0,002;0,031
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;KLORIN BEBAS;MG L;0,03;0,42
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;HG;MG L;0,002;0,000049
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;SENG ZN;MG L;0,05;0,045
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;MBAS;MG L;0,2;0,32
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;KIMIA;FENOL;MG L;0,005;0,0038
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;35000000
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;22000000
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;NILAI IP;-;-;-;16,21
2022;2022;3;202208;SPK-1;SEPAK;JL. RAYA BINTARO;-6,256045;106,759653;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;3;202208;SPK-2;SEPAK;JL. MERUYA ILIR KEBON JERUK;-6,196917;106,746111;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;408
2022;2022;3;202208;SPK-2;SEPAK;JL. MERUYA ILIR KEBON JERUK;-6,196917;106,746111;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;25
2022;2022;3;202208;SPK-2;SEPAK;JL. MERUYA ILIR KEBON JERUK;-6,196917;106,746111;KIMIA;PH;-;06-Sep;7,67
2022;2022;3;202208;SPK-2;SEPAK;JL. MERUYA ILIR KEBON JERUK;-6,196917;106,746111;KIMIA;BOD;MG L;3;21,62
2022;2022;3;202208;SPK-2;SEPAK;JL. MERUYA ILIR KEBON JERUK;-6,196917;106,746111;KIMIA;COD DICHROMAT;MG L;25;102
2022;2022;2;202206;CPN-1;CIPINANG;JL. AURI TAMAN BUNGA CIBUBUR;-6,370171;106,883453;KIMIA;NI;MG L;0,05;0,039
2022;2022;2;202206;CPN-1;CIPINANG;JL. AURI TAMAN BUNGA CIBUBUR;-6,370171;106,883453;KIMIA;SIANIDA;MG L;0,02;0,01
2022;2022;2;202206;CPN-1;CIPINANG;JL. AURI TAMAN BUNGA CIBUBUR;-6,370171;106,883453;NILAI IP;-;-;-;10,33
2022;2022;2;202206;CPN-1;CIPINANG;JL. AURI TAMAN BUNGA CIBUBUR;-6,370171;106,883453;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;193,5
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;17
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;PH;-;06-Sep;7,295
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;BOD;MG L;3;12,11
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;COD DICHROMAT;MG L;25;41
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;DO;MG L;4;0,95
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;NITRAT NO3;MG L;10;0,04
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;NITRIT;MG L;0,06;0,01
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;F;MG L;1,5;0,05
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;H2S;MG L;0,002;0,0009
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;KLORIN BEBAS;MG L;0,03;0,13
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;HG;MG L;0,002;0,000049
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;SENG ZN;MG L;0,05;0,0069
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;TEMBAGA CU;MG L;0,02;0,01
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;MBAS;MG L;0,2;-
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;FENOL;MG L;0,005;0,0039
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;9000000
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;5000000
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;FISIKA;WARNA;PT-CO UNIT;50;74
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;SULFAT;MG L;300;11,09
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;KLORIDA;MG L;300;30,52
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;AMONIAK;MG L;0,2;4,37
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;TOTAL N;MG L;15;-
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;NI;MG L;0,05;0,039
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;KIMIA;SIANIDA;MG L;0,02;0,009
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;NILAI IP;-;-;-;13,88
2022;2022;2;202206;CPN-2;CIPINANG;JL. RAYA CIRACAS DAMKAR;-6,327919;106,880184;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;2;202206;CPN-3;CIPINANG;JL. KAMPUNG DUKUH GUDANG AIR PAM;-6,30103;106,874604;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;261
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;MBAS;MG L;0,2;-
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;FENOL;MG L;0,005;0,0011
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;5000000
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;3500000
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;FISIKA;WARNA;PT-CO UNIT;50;85
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;SULFAT;MG L;300;15,22
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;KLORIDA;MG L;300;21,33
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;AMONIAK;MG L;0,2;3,13
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;TOTAL N;MG L;15;-
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;NI;MG L;0,05;0,039
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;KIMIA;SIANIDA;MG L;0,02;0,011
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;NILAI IP;-;-;-;13,34
2022;2022;2;202206;MKV-3;MOOKERVART;JEMBATAN SEMANAN;-6,157028;106,705;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;239
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;311
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;PH;-;06-Sep;7,03
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;BOD;MG L;3;13,37
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;COD DICHROMAT;MG L;25;49
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;DO;MG L;4;0,75
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;NITRAT NO3;MG L;10;0,6
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;NITRIT;MG L;0,06;0,01
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;TOTAL P;MG L;0,2;0,052
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;F;MG L;1,5;0,16
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;H2S;MG L;0,002;0,007
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;KLORIN BEBAS;MG L;0,03;0,58
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;HG;MG L;0,002;0,000049
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;SENG ZN;MG L;0,05;0,0069
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;MBAS;MG L;0,2;-
2022;2022;2;202206;MKV-4;MOOKERVART;SUMUR BOR JEMBATAN PELANGI;-6,153444;106,719528;KIMIA;FENOL;MG L;0,005;0,0008
