tanggal,stasiun,ndvi,days_since_ndvi_update
2017-01-28,DKI3,0.5102,11
2017-01-29,DKI3,0.5102,12
2017-01-30,DKI3,0.5102,13
2017-01-31,DKI3,0.5102,14
2017-02-01,DKI3,0.5102,15
2017-02-02,DKI3,0.2695,0
2017-02-03,DKI3,0.2695,1
2017-02-04,DKI3,0.2695,2
2017-02-05,DKI3,0.2695,3
2017-02-06,DKI3,0.2695,4
2017-02-07,DKI3,0.2695,5
2017-02-08,DKI3,0.2695,6
2017-02-09,DKI3,0.2695,7
2017-02-10,DKI3,0.2695,8
2017-02-11,DKI3,0.2695,9
2017-02-12,DKI3,0.2695,10
2017-02-13,DKI3,0.2695,11
2017-02-14,DKI3,0.2695,12
2017-02-15,DKI3,0.2695,13
2017-02-16,DKI3,0.2695,14
2017-02-17,DKI3,0.2695,15
2017-02-18,DKI3,0.4419,0
2017-02-19,DKI3,0.4419,1
2017-02-20,DKI3,0.4419,2
2017-02-21,DKI3,0.4419,3
2017-02-22,DKI3,0.4419,4
2017-02-23,DKI3,0.4419,5
2017-02-24,DKI3,0.4419,6
2017-02-25,DKI3,0.4419,7
2017-02-26,DKI3,0.4419,8
2017-02-27,DKI3,0.4419,9
2017-02-28,DKI3,0.4419,10
2017-03-01,DKI3,0.4419,11
2017-03-02,DKI3,0.4419,12
2017-03-03,DKI3,0.4419,13
2017-03-04,DKI3,0.4419,14
2017-03-05,DKI3,0.4419,15
2017-03-06,DKI3,0.5403,0
2017-03-07,DKI3,0.5403,1
2017-03-08,DKI3,0.5403,2
2017-03-09,DKI3,0.5403,3
2017-03-10,DKI3,0.5403,4
2017-03-11,DKI3,0.5403,5
2017-03-12,DKI3,0.5403,6
2017-03-13,DKI3,0.5403,7
2017-03-14,DKI3,0.5403,8
2017-03-15,DKI3,0.5403,9
2017-03-16,DKI3,0.5403,10
2017-03-17,DKI3,0.5403,11
2017-03-18,DKI3,0.5403,12
2017-03-19,DKI3,0.5403,13
2017-03-20,DKI3,0.5403,14
2017-03-21,DKI3,0.5403,15
2017-03-22,DKI3,0.4688,0
2017-03-23,DKI3,0.4688,1
2017-03-24,DKI3,0.4688,2
2017-03-25,DKI3,0.4688,3
2017-03-26,DKI3,0.4688,4
2017-03-27,DKI3,0.4688,5
2017-03-28,DKI3,0.4688,6
2017-03-29,DKI3,0.4688,7
2017-03-30,DKI3,0.4688,8
2017-03-31,DKI3,0.4688,9
2017-04-01,DKI3,0.4688,10
2017-04-02,DKI3,0.4688,11
2017-04-03,DKI3,0.4688,12
2017-04-04,DKI3,0.4688,13
2017-04-05,DKI3,0.4688,14
2017-04-06,DKI3,0.4688,15
2017-04-07,DKI3,0.521,0
2017-04-08,DKI3,0.521,1
2017-04-09,DKI3,0.521,2
2017-04-10,DKI3,0.521,3
2017-04-11,DKI3,0.521,4
2017-04-12,DKI3,0.521,5
2017-04-13,DKI3,0.521,6
2017-04-14,DKI3,0.521,7
2017-04-15,DKI3,0.521,8
2017-04-16,DKI3,0.521,9
2017-04-17,DKI3,0.521,10
2017-04-18,DKI3,0.521,11
2017-04-19,DKI3,0.521,12
2017-04-20,DKI3,0.521,13
2017-04-21,DKI3,0.521,14
2017-04-22,DKI3,0.521,15
2017-04-23,DKI3,0.519,0
2017-04-24,DKI3,0.519,1
2017-04-25,DKI3,0.519,2
2017-04-26,DKI3,0.519,3
2017-04-27,DKI3,0.519,4
2017-04-28,DKI3,0.519,5
2017-04-29,DKI3,0.519,6
2017-04-30,DKI3,0.519,7
2017-05-01,DKI3,0.519,8
2017-05-02,DKI3,0.519,9
2017-05-03,DKI3,0.519,10
2017-05-04,DKI3,0.519,11
2017-05-05,DKI3,0.519,12
2017-05-06,DKI3,0.519,13
2017-05-07,DKI3,0.519,14
2017-05-08,DKI3,0.519,15
2017-05-09,DKI3,0.4448,0
2017-05-10,DKI3,0.4448,1
2017-05-11,DKI3,0.4448,2
2017-05-12,DKI3,0.4448,3
2017-05-13,DKI3,0.4448,4
2017-05-14,DKI3,0.4448,5
2017-05-15,DKI3,0.4448,6
2017-05-16,DKI3,0.4448,7
2017-05-17,DKI3,0.4448,8
2017-05-18,DKI3,0.4448,9
2017-05-19,DKI3,0.4448,10
2017-05-20,DKI3,0.4448,11
2017-05-21,DKI3,0.4448,12
2017-05-22,DKI3,0.4448,13
2017-05-23,DKI3,0.4448,14
2017-05-24,DKI3,0.4448,15
2017-05-25,DKI3,0.4616,0
2017-05-26,DKI3,0.4616,1
2017-05-27,DKI3,0.4616,2
2017-05-28,DKI3,0.4616,3
2017-05-29,DKI3,0.4616,4
2017-05-30,DKI3,0.4616,5
2017-05-31,DKI3,0.4616,6
2017-06-01,DKI3,0.4616,7
2017-06-02,DKI3,0.4616,8
2017-06-03,DKI3,0.4616,9
2017-06-04,DKI3,0.4616,10
2017-06-05,DKI3,0.4616,11
2017-06-06,DKI3,0.4616,12
2017-06-07,DKI3,0.4616,13
2017-06-08,DKI3,0.4616,14
2017-06-09,DKI3,0.4616,15
2017-06-10,DKI3,0.5099,0
2017-06-11,DKI3,0.5099,1
2017-06-12,DKI3,0.5099,2
2017-06-13,DKI3,0.5099,3
2017-06-14,DKI3,0.5099,4
2017-06-15,DKI3,0.5099,5
2017-06-16,DKI3,0.5099,6
2017-06-17,DKI3,0.5099,7
2017-06-18,DKI3,0.5099,8
2017-06-19,DKI3,0.5099,9
2017-06-20,DKI3,0.5099,10
2017-06-21,DKI3,0.5099,11
2017-06-22,DKI3,0.5099,12
2017-06-23,DKI3,0.5099,13
2017-06-24,DKI3,0.5099,14
2017-06-25,DKI3,0.5099,15
2017-06-26,DKI3,0.538,0
2017-06-27,DKI3,0.538,1
2017-06-28,DKI3,0.538,2
2017-06-29,DKI3,0.538,3
2017-06-30,DKI3,0.538,4
2017-07-01,DKI3,0.538,5
2017-07-02,DKI3,0.538,6
2017-07-03,DKI3,0.538,7
2017-07-04,DKI3,0.538,8
2017-07-05,DKI3,0.538,9
2017-07-06,DKI3,0.538,10
2017-07-07,DKI3,0.538,11
2017-07-08,DKI3,0.538,12
2017-07-09,DKI3,0.538,13
2017-07-10,DKI3,0.538,14
2017-07-11,DKI3,0.538,15
2017-07-12,DKI3,0.4996,0
2017-07-13,DKI3,0.4996,1
2017-07-14,DKI3,0.4996,2
2017-07-15,DKI3,0.4996,3
2017-07-16,DKI3,0.4996,4
2017-07-17,DKI3,0.4996,5
2017-07-18,DKI3,0.4996,6
2017-07-19,DKI3,0.4996,7
2017-07-20,DKI3,0.4996,8
2017-07-21,DKI3,0.4996,9
2017-07-22,DKI3,0.4996,10
2017-07-23,DKI3,0.4996,11
2017-07-24,DKI3,0.4996,12
2017-07-25,DKI3,0.4996,13
2017-07-26,DKI3,0.4996,14
2017-07-27,DKI3,0.4996,15
2017-07-28,DKI3,0.4473,0
2017-07-29,DKI3,0.4473,1
2017-07-30,DKI3,0.4473,2
2017-07-31,DKI3,0.4473,3
2017-08-01,DKI3,0.4473,4
2017-08-02,DKI3,0.4473,5
2017-08-03,DKI3,0.4473,6
2017-08-04,DKI3,0.4473,7
2017-08-05,DKI3,0.4473,8
2017-08-06,DKI3,0.4473,9
2017-08-07,DKI3,0.4473,10
2017-08-08,DKI3,0.4473,11
2017-08-09,DKI3,0.4473,12
2017-08-10,DKI3,0.4473,13
2017-08-11,DKI3,0.4473,14
2017-08-12,DKI3,0.4473,15
2017-08-13,DKI3,0.4164,0
2017-08-14,DKI3,0.4164,1
2017-08-15,DKI3,0.4164,2
2017-08-16,DKI3,0.4164,3
2017-08-17,DKI3,0.4164,4
2017-08-18,DKI3,0.4164,5
2017-08-19,DKI3,0.4164,6
2017-08-20,DKI3,0.4164,7
2017-08-21,DKI3,0.4164,8
2017-08-22,DKI3,0.4164,9
2017-08-23,DKI3,0.4164,10
2017-08-24,DKI3,0.4164,11
2017-08-25,DKI3,0.4164,12
2017-08-26,DKI3,0.4164,13
2017-08-27,DKI3,0.4164,14
2017-08-28,DKI3,0.4164,15
2017-08-29,DKI3,0.4849,0
2017-08-30,DKI3,0.4849,1
2017-08-31,DKI3,0.4849,2
2017-09-01,DKI3,0.4849,3
2017-09-02,DKI3,0.4849,4
2017-09-03,DKI3,0.4849,5
2017-09-04,DKI3,0.4849,6
2017-09-05,DKI3,0.4849,7
2017-09-06,DKI3,0.4849,8
2017-09-07,DKI3,0.4849,9
2017-09-08,DKI3,0.4849,10
2017-09-09,DKI3,0.4849,11
2017-09-10,DKI3,0.4849,12
2017-09-11,DKI3,0.4849,13
2017-09-12,DKI3,0.4849,14
2017-09-13,DKI3,0.4849,15
2017-09-14,DKI3,0.5079,0
2017-09-15,DKI3,0.5079,1
2017-09-16,DKI3,0.5079,2
2017-09-17,DKI3,0.5079,3
2017-09-18,DKI3,0.5079,4
2017-09-19,DKI3,0.5079,5
2017-09-20,DKI3,0.5079,6
2017-09-21,DKI3,0.5079,7
2017-09-22,DKI3,0.5079,8
2017-09-23,DKI3,0.5079,9
2017-09-24,DKI3,0.5079,10
2017-09-25,DKI3,0.5079,11
2017-09-26,DKI3,0.5079,12
2017-09-27,DKI3,0.5079,13
2017-09-28,DKI3,0.5079,14
2017-09-29,DKI3,0.5079,15
2017-09-30,DKI3,0.4714,0
2017-10-01,DKI3,0.4714,1
2017-10-02,DKI3,0.4714,2
2017-10-03,DKI3,0.4714,3
2017-10-04,DKI3,0.4714,4
2017-10-05,DKI3,0.4714,5
2017-10-06,DKI3,0.4714,6
2017-10-07,DKI3,0.4714,7
2017-10-08,DKI3,0.4714,8
2017-10-09,DKI3,0.4714,9
2017-10-10,DKI3,0.4714,10
2017-10-11,DKI3,0.4714,11
2017-10-12,DKI3,0.4714,12
2017-10-13,DKI3,0.4714,13
2017-10-14,DKI3,0.4714,14
2017-10-15,DKI3,0.4714,15
2017-10-16,DKI3,0.3145,0
2017-10-17,DKI3,0.3145,1
2017-10-18,DKI3,0.3145,2
2017-10-19,DKI3,0.3145,3
2017-10-20,DKI3,0.3145,4
2017-10-21,DKI3,0.3145,5
2017-10-22,DKI3,0.3145,6
2017-10-23,DKI3,0.3145,7
2017-10-24,DKI3,0.3145,8
2017-10-25,DKI3,0.3145,9
2017-10-26,DKI3,0.3145,10
2017-10-27,DKI3,0.3145,11
2017-10-28,DKI3,0.3145,12
2017-10-29,DKI3,0.3145,13
2017-10-30,DKI3,0.3145,14
2017-10-31,DKI3,0.3145,15
2017-11-01,DKI3,0.4425,0
2017-11-02,DKI3,0.4425,1
2017-11-03,DKI3,0.4425,2
2017-11-04,DKI3,0.4425,3
2017-11-05,DKI3,0.4425,4
2017-11-06,DKI3,0.4425,5
2017-11-07,DKI3,0.4425,6
2017-11-08,DKI3,0.4425,7
2017-11-09,DKI3,0.4425,8
2017-11-10,DKI3,0.4425,9
2017-11-11,DKI3,0.4425,10
2017-11-12,DKI3,0.4425,11
2017-11-13,DKI3,0.4425,12
2017-11-14,DKI3,0.4425,13
2017-11-15,DKI3,0.4425,14
2017-11-16,DKI3,0.4425,15
2017-11-17,DKI3,0.4963,0
2017-11-18,DKI3,0.4963,1
2017-11-19,DKI3,0.4963,2
2017-11-20,DKI3,0.4963,3
2017-11-21,DKI3,0.4963,4
2017-11-22,DKI3,0.4963,5
2017-11-23,DKI3,0.4963,6
2017-11-24,DKI3,0.4963,7
2017-11-25,DKI3,0.4963,8
2017-11-26,DKI3,0.4963,9
2017-11-27,DKI3,0.4963,10
2017-11-28,DKI3,0.4963,11
2017-11-29,DKI3,0.4963,12
2017-11-30,DKI3,0.4963,13
2017-12-01,DKI3,0.4963,14
2017-12-02,DKI3,0.4963,15
2017-12-03,DKI3,0.4952,0
2017-12-04,DKI3,0.4952,1
2017-12-05,DKI3,0.4952,2
2017-12-06,DKI3,0.4952,3
2017-12-07,DKI3,0.4952,4
2017-12-08,DKI3,0.4952,5
2017-12-09,DKI3,0.4952,6
2017-12-10,DKI3,0.4952,7
2017-12-11,DKI3,0.4952,8
2017-12-12,DKI3,0.4952,9
2017-12-13,DKI3,0.4952,10
2017-12-14,DKI3,0.4952,11
2017-12-15,DKI3,0.4952,12
2017-12-16,DKI3,0.4952,13
2017-12-17,DKI3,0.4952,14
2017-12-18,DKI3,0.4952,15
2017-12-19,DKI3,0.4659,0
2017-12-20,DKI3,0.4659,1
2017-12-21,DKI3,0.4659,2
2017-12-22,DKI3,0.4659,3
2017-12-23,DKI3,0.4659,4
2017-12-24,DKI3,0.4659,5
2017-12-25,DKI3,0.4659,6
2017-12-26,DKI3,0.4659,7
2017-12-27,DKI3,0.4659,8
2017-12-28,DKI3,0.4659,9
2017-12-29,DKI3,0.4659,10
2017-12-30,DKI3,0.4659,11
2017-12-31,DKI3,0.4659,12
2018-01-01,DKI3,0.3327,0
2018-01-02,DKI3,0.3327,1
2018-01-03,DKI3,0.3327,2
2018-01-04,DKI3,0.3327,3
2018-01-05,DKI3,0.3327,4
2018-01-06,DKI3,0.3327,5
2018-01-07,DKI3,0.3327,6
2018-01-08,DKI3,0.3327,7
2018-01-09,DKI3,0.3327,8
2018-01-10,DKI3,0.3327,9
2018-01-11,DKI3,0.3327,10
2018-01-12,DKI3,0.3327,11
2018-01-13,DKI3,0.3327,12
2018-01-14,DKI3,0.3327,13
2018-01-15,DKI3,0.3327,14
2018-01-16,DKI3,0.3327,15
2018-01-17,DKI3,0.2405,0
2018-01-18,DKI3,0.2405,1
2018-01-19,DKI3,0.2405,2
2018-01-20,DKI3,0.2405,3
2018-01-21,DKI3,0.2405,4
2018-01-22,DKI3,0.2405,5
2018-01-23,DKI3,0.2405,6
2018-01-24,DKI3,0.2405,7
2018-01-25,DKI3,0.2405,8
2018-01-26,DKI3,0.2405,9
2018-01-27,DKI3,0.2405,10
2018-01-28,DKI3,0.2405,11
2018-01-29,DKI3,0.2405,12
2018-01-30,DKI3,0.2405,13
2018-01-31,DKI3,0.2405,14
2018-02-01,DKI3,0.2405,15
2018-02-02,DKI3,0.5144,0
2018-02-03,DKI3,0.5144,1
2018-02-04,DKI3,0.5144,2
2018-02-05,DKI3,0.5144,3
2018-02-06,DKI3,0.5144,4
2018-02-07,DKI3,0.5144,5
2018-02-08,DKI3,0.5144,6
2018-02-09,DKI3,0.5144,7
2018-02-10,DKI3,0.5144,8
2018-02-11,DKI3,0.5144,9
2018-02-12,DKI3,0.5144,10
2018-02-13,DKI3,0.5144,11
2018-02-14,DKI3,0.5144,12
2018-02-15,DKI3,0.5144,13
2018-02-16,DKI3,0.5144,14
2018-02-17,DKI3,0.5144,15
2018-02-18,DKI3,0.5568,0
2018-02-19,DKI3,0.5568,1
2018-02-20,DKI3,0.5568,2
2018-02-21,DKI3,0.5568,3
2018-02-22,DKI3,0.5568,4
2018-02-23,DKI3,0.5568,5
2018-02-24,DKI3,0.5568,6
2018-02-25,DKI3,0.5568,7
2018-02-26,DKI3,0.5568,8
2018-02-27,DKI3,0.5568,9
2018-02-28,DKI3,0.5568,10
2018-03-01,DKI3,0.5568,11
2018-03-02,DKI3,0.5568,12
2018-03-03,DKI3,0.5568,13
2018-03-04,DKI3,0.5568,14
2018-03-05,DKI3,0.5568,15
2018-03-06,DKI3,0.4885,0
2018-03-07,DKI3,0.4885,1
2018-03-08,DKI3,0.4885,2
2018-03-09,DKI3,0.4885,3
2018-03-10,DKI3,0.4885,4
2018-03-11,DKI3,0.4885,5
2018-03-12,DKI3,0.4885,6
2018-03-13,DKI3,0.4885,7
2018-03-14,DKI3,0.4885,8
2018-03-15,DKI3,0.4885,9
2018-03-16,DKI3,0.4885,10
2018-03-17,DKI3,0.4885,11
2018-03-18,DKI3,0.4885,12
2018-03-19,DKI3,0.4885,13
2018-03-20,DKI3,0.4885,14
2018-03-21,DKI3,0.4885,15
2018-03-22,DKI3,0.4595,0
2018-03-23,DKI3,0.4595,1
2018-03-24,DKI3,0.4595,2
2018-03-25,DKI3,0.4595,3
2018-03-26,DKI3,0.4595,4
2018-03-27,DKI3,0.4595,5
2018-03-28,DKI3,0.4595,6
2018-03-29,DKI3,0.4595,7
2018-03-30,DKI3,0.4595,8
2018-03-31,DKI3,0.4595,9
2018-04-01,DKI3,0.4595,10
2018-04-02,DKI3,0.4595,11
2018-04-03,DKI3,0.4595,12
2018-04-04,DKI3,0.4595,13
2018-04-05,DKI3,0.4595,14
2018-04-06,DKI3,0.4595,15
2018-04-07,DKI3,0.4688,0
2018-04-08,DKI3,0.4688,1
2018-04-09,DKI3,0.4688,2
2018-04-10,DKI3,0.4688,3
2018-04-11,DKI3,0.4688,4
2018-04-12,DKI3,0.4688,5
2018-04-13,DKI3,0.4688,6
2018-04-14,DKI3,0.4688,7
2018-04-15,DKI3,0.4688,8
2018-04-16,DKI3,0.4688,9
2018-04-17,DKI3,0.4688,10
2018-04-18,DKI3,0.4688,11
2018-04-19,DKI3,0.4688,12
2018-04-20,DKI3,0.4688,13
2018-04-21,DKI3,0.4688,14
2018-04-22,DKI3,0.4688,15
2018-04-23,DKI3,0.5291,0
2018-04-24,DKI3,0.5291,1
2018-04-25,DKI3,0.5291,2
2018-04-26,DKI3,0.5291,3
2018-04-27,DKI3,0.5291,4
2018-04-28,DKI3,0.5291,5
2018-04-29,DKI3,0.5291,6
2018-04-30,DKI3,0.5291,7
2018-05-01,DKI3,0.5291,8
2018-05-02,DKI3,0.5291,9
2018-05-03,DKI3,0.5291,10
2018-05-04,DKI3,0.5291,11
2018-05-05,DKI3,0.5291,12
2018-05-06,DKI3,0.5291,13
2018-05-07,DKI3,0.5291,14
2018-05-08,DKI3,0.5291,15
2018-05-09,DKI3,0.4394,0
2018-05-10,DKI3,0.4394,1
2018-05-11,DKI3,0.4394,2
2018-05-12,DKI3,0.4394,3
2018-05-13,DKI3,0.4394,4
2018-05-14,DKI3,0.4394,5
2018-05-15,DKI3,0.4394,6
2018-05-16,DKI3,0.4394,7
2018-05-17,DKI3,0.4394,8
2018-05-18,DKI3,0.4394,9
2018-05-19,DKI3,0.4394,10
2018-05-20,DKI3,0.4394,11
2018-05-21,DKI3,0.4394,12
2018-05-22,DKI3,0.4394,13
2018-05-23,DKI3,0.4394,14
2018-05-24,DKI3,0.4394,15
2018-05-25,DKI3,0.4641,0
2018-05-26,DKI3,0.4641,1
2018-05-27,DKI3,0.4641,2
2018-05-28,DKI3,0.4641,3
2018-05-29,DKI3,0.4641,4
2018-05-30,DKI3,0.4641,5
2018-05-31,DKI3,0.4641,6
2018-06-01,DKI3,0.4641,7
2018-06-02,DKI3,0.4641,8
2018-06-03,DKI3,0.4641,9
2018-06-04,DKI3,0.4641,10
2018-06-05,DKI3,0.4641,11
2018-06-06,DKI3,0.4641,12
2018-06-07,DKI3,0.4641,13
2018-06-08,DKI3,0.4641,14
2018-06-09,DKI3,0.4641,15
2018-06-10,DKI3,0.5243,0
2018-06-11,DKI3,0.5243,1
2018-06-12,DKI3,0.5243,2
2018-06-13,DKI3,0.5243,3
2018-06-14,DKI3,0.5243,4
2018-06-15,DKI3,0.5243,5
2018-06-16,DKI3,0.5243,6
2018-06-17,DKI3,0.5243,7
2018-06-18,DKI3,0.5243,8
2018-06-19,DKI3,0.5243,9
2018-06-20,DKI3,0.5243,10
2018-06-21,DKI3,0.5243,11
2018-06-22,DKI3,0.5243,12
2018-06-23,DKI3,0.5243,13
2018-06-24,DKI3,0.5243,14
2018-06-25,DKI3,0.5243,15
2018-06-26,DKI3,0.4427,0
2018-06-27,DKI3,0.4427,1
2018-06-28,DKI3,0.4427,2
2018-06-29,DKI3,0.4427,3
2018-06-30,DKI3,0.4427,4
2018-07-01,DKI3,0.4427,5
2018-07-02,DKI3,0.4427,6
2018-07-03,DKI3,0.4427,7
2018-07-04,DKI3,0.4427,8
2018-07-05,DKI3,0.4427,9
2018-07-06,DKI3,0.4427,10
2018-07-07,DKI3,0.4427,11
2018-07-08,DKI3,0.4427,12
2018-07-09,DKI3,0.4427,13
2018-07-10,DKI3,0.4427,14
2018-07-11,DKI3,0.4427,15
2018-07-12,DKI3,0.4967,0
2018-07-13,DKI3,0.4967,1
2018-07-14,DKI3,0.4967,2
2018-07-15,DKI3,0.4967,3
2018-07-16,DKI3,0.4967,4
2018-07-17,DKI3,0.4967,5
2018-07-18,DKI3,0.4967,6
2018-07-19,DKI3,0.4967,7
2018-07-20,DKI3,0.4967,8
2018-07-21,DKI3,0.4967,9
2018-07-22,DKI3,0.4967,10
2018-07-23,DKI3,0.4967,11
2018-07-24,DKI3,0.4967,12
2018-07-25,DKI3,0.4967,13
2018-07-26,DKI3,0.4967,14
2018-07-27,DKI3,0.4967,15
2018-07-28,DKI3,0.4567,0
2018-07-29,DKI3,0.4567,1
2018-07-30,DKI3,0.4567,2
2018-07-31,DKI3,0.4567,3
2018-08-01,DKI3,0.4567,4
2018-08-02,DKI3,0.4567,5
2018-08-03,DKI3,0.4567,6
2018-08-04,DKI3,0.4567,7
2018-08-05,DKI3,0.4567,8
2018-08-06,DKI3,0.4567,9
2018-08-07,DKI3,0.4567,10
2018-08-08,DKI3,0.4567,11
2018-08-09,DKI3,0.4567,12
2018-08-10,DKI3,0.4567,13
2018-08-11,DKI3,0.4567,14
2018-08-12,DKI3,0.4567,15
2018-08-13,DKI3,0.4717,0
2018-08-14,DKI3,0.4717,1
2018-08-15,DKI3,0.4717,2
2018-08-16,DKI3,0.4717,3
2018-08-17,DKI3,0.4717,4
2018-08-18,DKI3,0.4717,5
2018-08-19,DKI3,0.4717,6
2018-08-20,DKI3,0.4717,7
2018-08-21,DKI3,0.4717,8
2018-08-22,DKI3,0.4717,9
2018-08-23,DKI3,0.4717,10
2018-08-24,DKI3,0.4717,11
2018-08-25,DKI3,0.4717,12
2018-08-26,DKI3,0.4717,13
2018-08-27,DKI3,0.4717,14
2018-08-28,DKI3,0.4717,15
2018-08-29,DKI3,0.4432,0
2018-08-30,DKI3,0.4432,1
2018-08-31,DKI3,0.4432,2
2018-09-01,DKI3,0.4432,3
2018-09-02,DKI3,0.4432,4
2018-09-03,DKI3,0.4432,5
2018-09-04,DKI3,0.4432,6
2018-09-05,DKI3,0.4432,7
2018-09-06,DKI3,0.4432,8
2018-09-07,DKI3,0.4432,9
2018-09-08,DKI3,0.4432,10
2018-09-09,DKI3,0.4432,11
2018-09-10,DKI3,0.4432,12
2018-09-11,DKI3,0.4432,13
2018-09-12,DKI3,0.4432,14
2018-09-13,DKI3,0.4432,15
2018-09-14,DKI3,0.47,0
2018-09-15,DKI3,0.47,1
2018-09-16,DKI3,0.47,2
2018-09-17,DKI3,0.47,3
2018-09-18,DKI3,0.47,4
2018-09-19,DKI3,0.47,5
2018-09-20,DKI3,0.47,6
2018-09-21,DKI3,0.47,7
2018-09-22,DKI3,0.47,8
2018-09-23,DKI3,0.47,9
2018-09-24,DKI3,0.47,10
2018-09-25,DKI3,0.47,11
2018-09-26,DKI3,0.47,12
2018-09-27,DKI3,0.47,13
2018-09-28,DKI3,0.47,14
2018-09-29,DKI3,0.47,15
2018-09-30,DKI3,0.4687,0
2018-10-01,DKI3,0.4687,1
2018-10-02,DKI3,0.4687,2
2018-10-03,DKI3,0.4687,3
2018-10-04,DKI3,0.4687,4
2018-10-05,DKI3,0.4687,5
2018-10-06,DKI3,0.4687,6
2018-10-07,DKI3,0.4687,7
2018-10-08,DKI3,0.4687,8
2018-10-09,DKI3,0.4687,9
2018-10-10,DKI3,0.4687,10
2018-10-11,DKI3,0.4687,11
2018-10-12,DKI3,0.4687,12
2018-10-13,DKI3,0.4687,13
2018-10-14,DKI3,0.4687,14
2018-10-15,DKI3,0.4687,15
2018-10-16,DKI3,0.4938,0
2018-10-17,DKI3,0.4938,1
2018-10-18,DKI3,0.4938,2
2018-10-19,DKI3,0.4938,3
2018-10-20,DKI3,0.4938,4
2018-10-21,DKI3,0.4938,5
2018-10-22,DKI3,0.4938,6
2018-10-23,DKI3,0.4938,7
2018-10-24,DKI3,0.4938,8
2018-10-25,DKI3,0.4938,9
2018-10-26,DKI3,0.4938,10
2018-10-27,DKI3,0.4938,11
2018-10-28,DKI3,0.4938,12
2018-10-29,DKI3,0.4938,13
2018-10-30,DKI3,0.4938,14
2018-10-31,DKI3,0.4938,15
2018-11-01,DKI3,0.501,0
2018-11-02,DKI3,0.501,1
2018-11-03,DKI3,0.501,2
2018-11-04,DKI3,0.501,3
2018-11-05,DKI3,0.501,4
2018-11-06,DKI3,0.501,5
2018-11-07,DKI3,0.501,6
2018-11-08,DKI3,0.501,7
2018-11-09,DKI3,0.501,8
2018-11-10,DKI3,0.501,9
2018-11-11,DKI3,0.501,10
2018-11-12,DKI3,0.501,11
2018-11-13,DKI3,0.501,12
2018-11-14,DKI3,0.501,13
2018-11-15,DKI3,0.501,14
2018-11-16,DKI3,0.501,15
2018-11-17,DKI3,0.4478,0
2018-11-18,DKI3,0.4478,1
2018-11-19,DKI3,0.4478,2
2018-11-20,DKI3,0.4478,3
2018-11-21,DKI3,0.4478,4
2018-11-22,DKI3,0.4478,5
2018-11-23,DKI3,0.4478,6
2018-11-24,DKI3,0.4478,7
2018-11-25,DKI3,0.4478,8
2018-11-26,DKI3,0.4478,9
2018-11-27,DKI3,0.4478,10
2018-11-28,DKI3,0.4478,11
2018-11-29,DKI3,0.4478,12
2018-11-30,DKI3,0.4478,13
2018-12-01,DKI3,0.4478,14
2018-12-02,DKI3,0.4478,15
2018-12-03,DKI3,0.5089,0
2018-12-04,DKI3,0.5089,1
2018-12-05,DKI3,0.5089,2
2018-12-06,DKI3,0.5089,3
2018-12-07,DKI3,0.5089,4
2018-12-08,DKI3,0.5089,5
2018-12-09,DKI3,0.5089,6
2018-12-10,DKI3,0.5089,7
2018-12-11,DKI3,0.5089,8
2018-12-12,DKI3,0.5089,9
2018-12-13,DKI3,0.5089,10
2018-12-14,DKI3,0.5089,11
2018-12-15,DKI3,0.5089,12
2018-12-16,DKI3,0.5089,13
2018-12-17,DKI3,0.5089,14
2018-12-18,DKI3,0.5089,15
2018-12-19,DKI3,0.4566,0
2018-12-20,DKI3,0.4566,1
2018-12-21,DKI3,0.4566,2
2018-12-22,DKI3,0.4566,3
2018-12-23,DKI3,0.4566,4
2018-12-24,DKI3,0.4566,5
2018-12-25,DKI3,0.4566,6
2018-12-26,DKI3,0.4566,7
2018-12-27,DKI3,0.4566,8
2018-12-28,DKI3,0.4566,9
2018-12-29,DKI3,0.4566,10
2018-12-30,DKI3,0.4566,11
2018-12-31,DKI3,0.4566,12
2019-01-01,DKI3,0.4035,0
2019-01-02,DKI3,0.4035,1
2019-01-03,DKI3,0.4035,2
2019-01-04,DKI3,0.4035,3
2019-01-05,DKI3,0.4035,4
2019-01-06,DKI3,0.4035,5
2019-01-07,DKI3,0.4035,6
2019-01-08,DKI3,0.4035,7
2019-01-09,DKI3,0.4035,8
2019-01-10,DKI3,0.4035,9
2019-01-11,DKI3,0.4035,10
2019-01-12,DKI3,0.4035,11
2019-01-13,DKI3,0.4035,12
2019-01-14,DKI3,0.4035,13
2019-01-15,DKI3,0.4035,14
2019-01-16,DKI3,0.4035,15
2019-01-17,DKI3,0.3882,0
2019-01-18,DKI3,0.3882,1
2019-01-19,DKI3,0.3882,2
2019-01-20,DKI3,0.3882,3
2019-01-21,DKI3,0.3882,4
2019-01-22,DKI3,0.3882,5
2019-01-23,DKI3,0.3882,6
2019-01-24,DKI3,0.3882,7
2019-01-25,DKI3,0.3882,8
2019-01-26,DKI3,0.3882,9
2019-01-27,DKI3,0.3882,10
2019-01-28,DKI3,0.3882,11
2019-01-29,DKI3,0.3882,12
2019-01-30,DKI3,0.3882,13
2019-01-31,DKI3,0.3882,14
2019-02-01,DKI3,0.3882,15
2019-02-02,DKI3,0.4346,0
2019-02-03,DKI3,0.4346,1
2019-02-04,DKI3,0.4346,2
2019-02-05,DKI3,0.4346,3
